ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,MA Agarwal,RP Singh,TM Dilshan,1,Not out
0.2,TM Dilshan,RP Singh,MA Agarwal,0,Not out
0.3,TM Dilshan,RP Singh,MA Agarwal,0,Not out
0.4,TM Dilshan,RP Singh,MA Agarwal,1,Not out
0.5,MA Agarwal,RP Singh,TM Dilshan,0,Not out
0.6,MA Agarwal,RP Singh,TM Dilshan,0,Not out
0.7,MA Agarwal,RP Singh,TM Dilshan,0,Not out
1.1,TM Dilshan,S Sreesanth,MA Agarwal,0,Not out
1.2,TM Dilshan,S Sreesanth,MA Agarwal,0,caught
1.3,V Kohli,S Sreesanth,MA Agarwal,0,Not out
1.4,V Kohli,S Sreesanth,MA Agarwal,0,Not out
1.5,V Kohli,S Sreesanth,MA Agarwal,4,Not out
1.6,V Kohli,S Sreesanth,MA Agarwal,0,Not out
2.1,MA Agarwal,RP Singh,V Kohli,4,Not out
2.2,MA Agarwal,RP Singh,V Kohli,0,Not out
2.3,MA Agarwal,RP Singh,V Kohli,1,Not out
2.4,V Kohli,RP Singh,MA Agarwal,1,Not out
2.5,MA Agarwal,RP Singh,V Kohli,0,Not out
2.6,MA Agarwal,RP Singh,V Kohli,1,Not out
2.7,V Kohli,RP Singh,MA Agarwal,0,Not out
2.8,V Kohli,RP Singh,MA Agarwal,2,Not out
3.1,MA Agarwal,S Sreesanth,V Kohli,1,Not out
3.2,V Kohli,S Sreesanth,MA Agarwal,1,Not out
3.3,MA Agarwal,S Sreesanth,V Kohli,0,Not out
3.4,MA Agarwal,S Sreesanth,V Kohli,1,Not out
3.5,V Kohli,S Sreesanth,MA Agarwal,0,Not out
3.6,V Kohli,S Sreesanth,MA Agarwal,4,Not out
3.7,V Kohli,S Sreesanth,MA Agarwal,1,Not out
4.1,V Kohli,RA Jadeja,MA Agarwal,4,Not out
4.2,V Kohli,RA Jadeja,MA Agarwal,0,Not out
4.3,V Kohli,RA Jadeja,MA Agarwal,1,Not out
4.4,MA Agarwal,RA Jadeja,V Kohli,1,Not out
4.5,V Kohli,RA Jadeja,MA Agarwal,1,Not out
4.6,MA Agarwal,RA Jadeja,V Kohli,6,Not out
5.1,V Kohli,R Vinay Kumar,MA Agarwal,0,Not out
5.2,V Kohli,R Vinay Kumar,MA Agarwal,4,Not out
5.3,V Kohli,R Vinay Kumar,MA Agarwal,0,lbw
5.4,AB de Villiers,R Vinay Kumar,MA Agarwal,0,Not out
5.5,AB de Villiers,R Vinay Kumar,MA Agarwal,0,Not out
5.6,AB de Villiers,R Vinay Kumar,MA Agarwal,0,Not out
6.1,MA Agarwal,M Muralitharan,AB de Villiers,6,Not out
6.2,MA Agarwal,M Muralitharan,AB de Villiers,2,Not out
6.3,MA Agarwal,M Muralitharan,AB de Villiers,1,Not out
6.4,AB de Villiers,M Muralitharan,MA Agarwal,2,Not out
6.5,AB de Villiers,M Muralitharan,MA Agarwal,0,Not out
6.6,AB de Villiers,M Muralitharan,MA Agarwal,0,Not out
7.1,MA Agarwal,R Vinay Kumar,AB de Villiers,0,Not out
7.2,MA Agarwal,R Vinay Kumar,AB de Villiers,4,Not out
7.3,MA Agarwal,R Vinay Kumar,AB de Villiers,1,Not out
