ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,BB McCullum,B Lee,M Klinger,0,Not out
0.2,BB McCullum,B Lee,M Klinger,0,Not out
0.3,BB McCullum,B Lee,M Klinger,0,Not out
0.4,BB McCullum,B Lee,M Klinger,0,Not out
0.5,BB McCullum,B Lee,M Klinger,0,Not out
0.6,BB McCullum,B Lee,M Klinger,0,Not out
1.1,M Klinger,JD Unadkat,BB McCullum,1,Not out
1.2,BB McCullum,JD Unadkat,M Klinger,0,Not out
1.3,BB McCullum,JD Unadkat,M Klinger,1,Not out
1.4,M Klinger,JD Unadkat,BB McCullum,3,Not out
1.5,BB McCullum,JD Unadkat,M Klinger,0,caught
1.6,PA Patel,JD Unadkat,M Klinger,1,Not out
1.7,M Klinger,JD Unadkat,PA Patel,0,Not out
2.1,PA Patel,B Lee,M Klinger,4,Not out
2.2,PA Patel,B Lee,M Klinger,4,Not out
2.3,PA Patel,B Lee,M Klinger,1,Not out
2.4,M Klinger,B Lee,PA Patel,1,Not out
2.5,PA Patel,B Lee,M Klinger,0,Not out
2.6,PA Patel,B Lee,M Klinger,0,Not out
3.1,M Klinger,JD Unadkat,PA Patel,0,Not out
3.2,M Klinger,JD Unadkat,PA Patel,1,Not out
3.3,PA Patel,JD Unadkat,M Klinger,4,Not out
3.4,PA Patel,JD Unadkat,M Klinger,0,Not out
3.5,PA Patel,JD Unadkat,M Klinger,0,Not out
3.6,PA Patel,JD Unadkat,M Klinger,1,Not out
4.1,PA Patel,Iqbal Abdulla,M Klinger,4,Not out
4.2,PA Patel,Iqbal Abdulla,M Klinger,0,Not out
4.3,PA Patel,Iqbal Abdulla,M Klinger,1,Not out
4.4,M Klinger,Iqbal Abdulla,PA Patel,1,Not out
4.5,PA Patel,Iqbal Abdulla,M Klinger,1,Not out
4.6,M Klinger,Iqbal Abdulla,PA Patel,0,Not out
5.1,PA Patel,JD Unadkat,M Klinger,0,Not out
5.2,PA Patel,JD Unadkat,M Klinger,0,caught
5.3,M Klinger,JD Unadkat,DPMD Jayawardene,4,Not out
5.4,M Klinger,JD Unadkat,DPMD Jayawardene,1,Not out
5.5,DPMD Jayawardene,JD Unadkat,M Klinger,0,Not out
5.6,DPMD Jayawardene,JD Unadkat,M Klinger,0,Not out
6.1,M Klinger,JH Kallis,DPMD Jayawardene,1,Not out
6.2,DPMD Jayawardene,JH Kallis,M Klinger,0,Not out
6.3,DPMD Jayawardene,JH Kallis,M Klinger,1,Not out
6.4,M Klinger,JH Kallis,DPMD Jayawardene,0,Not out
6.5,M Klinger,JH Kallis,DPMD Jayawardene,0,Not out
6.6,M Klinger,JH Kallis,DPMD Jayawardene,1,Not out
7.1,M Klinger,S Ladda,DPMD Jayawardene,1,Not out
7.2,DPMD Jayawardene,S Ladda,M Klinger,6,Not out
7.3,DPMD Jayawardene,S Ladda,M Klinger,2,Not out
7.4,DPMD Jayawardene,S Ladda,M Klinger,1,Not out
7.5,M Klinger,S Ladda,DPMD Jayawardene,1,Not out
7.6,DPMD Jayawardene,S Ladda,M Klinger,1,Not out
7.7,M Klinger,S Ladda,DPMD Jayawardene,0,Not out
8.1,DPMD Jayawardene,JH Kallis,M Klinger,1,Not out
8.2,M Klinger,JH Kallis,DPMD Jayawardene,4,Not out
8.3,M Klinger,JH Kallis,DPMD Jayawardene,1,Not out
8.4,DPMD Jayawardene,JH Kallis,M Klinger,0,Not out
8.5,DPMD Jayawardene,JH Kallis,M Klinger,2,Not out
8.6,DPMD Jayawardene,JH Kallis,M Klinger,1,Not out
9.1,DPMD Jayawardene,Iqbal Abdulla,M Klinger,1,Not out
9.2,M Klinger,Iqbal Abdulla,DPMD Jayawardene,4,Not out
9.3,M Klinger,Iqbal Abdulla,DPMD Jayawardene,0,Not out
9.4,M Klinger,Iqbal Abdulla,DPMD Jayawardene,1,Not out
9.5,DPMD Jayawardene,Iqbal Abdulla,M Klinger,2,Not out
9.6,DPMD Jayawardene,Iqbal Abdulla,M Klinger,1,Not out
10.1,DPMD Jayawardene,R Bhatia,M Klinger,0,Not out
10.2,DPMD Jayawardene,R Bhatia,M Klinger,1,Not out
10.3,M Klinger,R Bhatia,DPMD Jayawardene,1,Not out
10.4,DPMD Jayawardene,R Bhatia,M Klinger,1,Not out
10.5,M Klinger,R Bhatia,DPMD Jayawardene,1,Not out
10.6,DPMD Jayawardene,R Bhatia,M Klinger,1,Not out
11.1,DPMD Jayawardene,YK Pathan,M Klinger,4,Not out
11.2,DPMD Jayawardene,YK Pathan,M Klinger,1,Not out
11.3,M Klinger,YK Pathan,DPMD Jayawardene,1,Not out
11.4,DPMD Jayawardene,YK Pathan,M Klinger,1,Not out
11.5,M Klinger,YK Pathan,DPMD Jayawardene,0,caught
11.6,DPMD Jayawardene,YK Pathan,RA Jadeja,1,Not out
12.1,DPMD Jayawardene,JD Unadkat,RA Jadeja,1,Not out
12.2,RA Jadeja,JD Unadkat,DPMD Jayawardene,0,Not out
12.3,RA Jadeja,JD Unadkat,DPMD Jayawardene,2,Not out
12.4,RA Jadeja,JD Unadkat,DPMD Jayawardene,4,Not out
12.5,RA Jadeja,JD Unadkat,DPMD Jayawardene,0,Not out
12.6,RA Jadeja,JD Unadkat,DPMD Jayawardene,0,Not out
13.1,DPMD Jayawardene,YK Pathan,RA Jadeja,0,Not out
13.2,DPMD Jayawardene,YK Pathan,RA Jadeja,1,Not out
13.3,RA Jadeja,YK Pathan,DPMD Jayawardene,0,Not out
13.4,RA Jadeja,YK Pathan,DPMD Jayawardene,1,Not out
13.5,DPMD Jayawardene,YK Pathan,RA Jadeja,1,Not out
13.6,RA Jadeja,YK Pathan,DPMD Jayawardene,0,Not out
13.7,RA Jadeja,YK Pathan,DPMD Jayawardene,0,Not out
14.1,DPMD Jayawardene,R Bhatia,RA Jadeja,1,Not out
14.2,RA Jadeja,R Bhatia,DPMD Jayawardene,1,Not out
14.3,DPMD Jayawardene,R Bhatia,RA Jadeja,1,Not out
14.4,RA Jadeja,R Bhatia,DPMD Jayawardene,0,caught
14.5,DPMD Jayawardene,R Bhatia,BJ Hodge,1,Not out
14.6,BJ Hodge,R Bhatia,DPMD Jayawardene,1,Not out
15.1,BJ Hodge,YK Pathan,DPMD Jayawardene,1,Not out
15.2,DPMD Jayawardene,YK Pathan,BJ Hodge,0,Not out
15.3,DPMD Jayawardene,YK Pathan,BJ Hodge,1,Not out
15.4,BJ Hodge,YK Pathan,DPMD Jayawardene,0,Not out
15.5,BJ Hodge,YK Pathan,DPMD Jayawardene,1,Not out
15.6,DPMD Jayawardene,YK Pathan,BJ Hodge,1,Not out
16.1,DPMD Jayawardene,R Bhatia,BJ Hodge,6,Not out
16.2,DPMD Jayawardene,R Bhatia,BJ Hodge,1,Not out
16.3,BJ Hodge,R Bhatia,DPMD Jayawardene,1,Not out
16.4,DPMD Jayawardene,R Bhatia,BJ Hodge,2,Not out
16.5,DPMD Jayawardene,R Bhatia,BJ Hodge,1,Not out
16.6,BJ Hodge,R Bhatia,DPMD Jayawardene,1,Not out
17.1,BJ Hodge,B Lee,DPMD Jayawardene,4,Not out
17.2,BJ Hodge,B Lee,DPMD Jayawardene,2,Not out
17.3,BJ Hodge,B Lee,DPMD Jayawardene,0,Not out
17.4,DPMD Jayawardene,B Lee,BJ Hodge,1,Not out
17.5,BJ Hodge,B Lee,DPMD Jayawardene,0,Not out
17.6,BJ Hodge,B Lee,DPMD Jayawardene,0,Not out
17.7,BJ Hodge,B Lee,DPMD Jayawardene,2,Not out
18.1,DPMD Jayawardene,JH Kallis,BJ Hodge,0,Not out
18.2,DPMD Jayawardene,JH Kallis,BJ Hodge,4,Not out
18.3,DPMD Jayawardene,JH Kallis,BJ Hodge,0,Not out
18.4,DPMD Jayawardene,JH Kallis,BJ Hodge,2,Not out
18.5,DPMD Jayawardene,JH Kallis,BJ Hodge,1,Not out
18.6,BJ Hodge,JH Kallis,DPMD Jayawardene,0,Not out
18.7,BJ Hodge,JH Kallis,DPMD Jayawardene,1,run out
19.1,RV Gomez,B Lee,BJ Hodge,1,Not out
19.2,BJ Hodge,B Lee,RV Gomez,6,Not out
19.3,BJ Hodge,B Lee,RV Gomez,4,Not out
19.4,BJ Hodge,B Lee,RV Gomez,6,Not out
19.5,BJ Hodge,B Lee,RV Gomez,4,Not out
19.6,BJ Hodge,B Lee,RV Gomez,1,Not out
