ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,R Dravid,P Kumar,AM Rahane,0,Not out
0.2,R Dravid,P Kumar,AM Rahane,1,Not out
0.3,AM Rahane,P Kumar,R Dravid,0,Not out
0.4,AM Rahane,P Kumar,R Dravid,0,Not out
0.5,AM Rahane,P Kumar,R Dravid,0,Not out
0.6,AM Rahane,P Kumar,R Dravid,0,Not out
0.7,AM Rahane,P Kumar,R Dravid,1,Not out
1.1,AM Rahane,RJ Harris,R Dravid,4,Not out
1.2,AM Rahane,RJ Harris,R Dravid,0,caught
1.3,SR Watson,RJ Harris,R Dravid,0,Not out
1.4,SR Watson,RJ Harris,R Dravid,0,Not out
1.5,SR Watson,RJ Harris,R Dravid,1,Not out
1.6,R Dravid,RJ Harris,SR Watson,0,Not out
2.1,SR Watson,P Kumar,R Dravid,1,Not out
2.2,R Dravid,P Kumar,SR Watson,0,Not out
2.3,R Dravid,P Kumar,SR Watson,1,Not out
2.4,SR Watson,P Kumar,R Dravid,4,Not out
2.5,SR Watson,P Kumar,R Dravid,1,Not out
2.6,R Dravid,P Kumar,SR Watson,0,Not out
3.1,SR Watson,RJ Harris,R Dravid,1,Not out
3.2,R Dravid,RJ Harris,SR Watson,2,Not out
3.3,R Dravid,RJ Harris,SR Watson,0,Not out
3.4,R Dravid,RJ Harris,SR Watson,4,Not out
3.5,R Dravid,RJ Harris,SR Watson,4,Not out
3.6,R Dravid,RJ Harris,SR Watson,4,Not out
4.1,SR Watson,P Kumar,R Dravid,4,Not out
4.2,SR Watson,P Kumar,R Dravid,1,Not out
4.3,R Dravid,P Kumar,SR Watson,0,Not out
4.4,SR Watson,P Kumar,R Dravid,1,Not out
4.5,R Dravid,P Kumar,SR Watson,4,Not out
4.6,R Dravid,P Kumar,SR Watson,4,Not out
5.1,SR Watson,P Awana,R Dravid,1,Not out
5.2,R Dravid,P Awana,SR Watson,2,Not out
5.3,R Dravid,P Awana,SR Watson,1,Not out
5.4,SR Watson,P Awana,R Dravid,0,Not out
5.5,SR Watson,P Awana,R Dravid,4,Not out
5.6,SR Watson,P Awana,R Dravid,6,Not out
5.7,SR Watson,P Awana,R Dravid,4,Not out
6.1,R Dravid,Azhar Mahmood,SR Watson,0,Not out
6.2,R Dravid,Azhar Mahmood,SR Watson,0,Not out
6.3,R Dravid,Azhar Mahmood,SR Watson,4,Not out
6.4,R Dravid,Azhar Mahmood,SR Watson,0,Not out
6.5,R Dravid,Azhar Mahmood,SR Watson,0,Not out
6.6,R Dravid,Azhar Mahmood,SR Watson,0,Not out
7.1,SR Watson,PP Chawla,R Dravid,1,Not out
7.2,R Dravid,PP Chawla,SR Watson,0,Not out
7.3,R Dravid,PP Chawla,SR Watson,1,Not out
7.4,SR Watson,PP Chawla,R Dravid,6,Not out
7.5,SR Watson,PP Chawla,R Dravid,0,caught
7.6,R Dravid,PP Chawla,AL Menaria,2,Not out
8.1,AL Menaria,Azhar Mahmood,R Dravid,4,Not out
8.2,AL Menaria,Azhar Mahmood,R Dravid,1,Not out
8.3,R Dravid,Azhar Mahmood,AL Menaria,0,Not out
8.4,R Dravid,Azhar Mahmood,AL Menaria,4,Not out
8.5,R Dravid,Azhar Mahmood,AL Menaria,0,Not out
8.6,R Dravid,Azhar Mahmood,AL Menaria,0,Not out
9.1,AL Menaria,PP Chawla,R Dravid,1,Not out
9.2,R Dravid,PP Chawla,AL Menaria,1,Not out
9.3,AL Menaria,PP Chawla,R Dravid,1,Not out
9.4,R Dravid,PP Chawla,AL Menaria,0,Not out
9.5,R Dravid,PP Chawla,AL Menaria,4,Not out
9.6,R Dravid,PP Chawla,AL Menaria,0,Not out
10.1,AL Menaria,P Awana,R Dravid,0,Not out
10.2,AL Menaria,P Awana,R Dravid,0,Not out
10.3,AL Menaria,P Awana,R Dravid,0,Not out
10.4,AL Menaria,P Awana,R Dravid,0,Not out
10.5,AL Menaria,P Awana,R Dravid,1,Not out
10.6,R Dravid,P Awana,AL Menaria,1,Not out
11.1,R Dravid,PP Chawla,AL Menaria,0,Not out
11.2,R Dravid,PP Chawla,AL Menaria,1,Not out
11.3,AL Menaria,PP Chawla,R Dravid,6,Not out
11.4,AL Menaria,PP Chawla,R Dravid,6,Not out
11.5,AL Menaria,PP Chawla,R Dravid,1,Not out
11.6,R Dravid,PP Chawla,AL Menaria,0,Not out
12.1,AL Menaria,P Awana,R Dravid,1,Not out
12.2,R Dravid,P Awana,AL Menaria,1,Not out
12.3,AL Menaria,P Awana,R Dravid,2,Not out
12.4,AL Menaria,P Awana,R Dravid,0,Not out
12.5,AL Menaria,P Awana,R Dravid,0,Not out
12.6,AL Menaria,P Awana,R Dravid,0,Not out
12.7,AL Menaria,P Awana,R Dravid,1,Not out
13.1,AL Menaria,RJ Harris,R Dravid,1,Not out
13.2,R Dravid,RJ Harris,AL Menaria,0,caught
13.3,AL Menaria,RJ Harris,BJ Hodge,1,Not out
13.4,BJ Hodge,RJ Harris,AL Menaria,1,Not out
13.5,AL Menaria,RJ Harris,BJ Hodge,0,Not out
13.6,AL Menaria,RJ Harris,BJ Hodge,0,Not out
14.1,BJ Hodge,P Awana,AL Menaria,1,Not out
14.2,AL Menaria,P Awana,BJ Hodge,1,Not out
14.3,BJ Hodge,P Awana,AL Menaria,1,Not out
14.4,AL Menaria,P Awana,BJ Hodge,1,Not out
14.5,BJ Hodge,P Awana,AL Menaria,1,Not out
14.6,AL Menaria,P Awana,BJ Hodge,2,Not out
15.1,BJ Hodge,PP Chawla,AL Menaria,0,Not out
15.2,BJ Hodge,PP Chawla,AL Menaria,3,Not out
15.3,AL Menaria,PP Chawla,BJ Hodge,1,Not out
15.4,BJ Hodge,PP Chawla,AL Menaria,1,Not out
15.5,AL Menaria,PP Chawla,BJ Hodge,2,Not out
15.6,AL Menaria,PP Chawla,BJ Hodge,0,caught
16.1,J Botha,Azhar Mahmood,BJ Hodge,1,Not out
16.2,BJ Hodge,Azhar Mahmood,J Botha,1,Not out
16.3,J Botha,Azhar Mahmood,BJ Hodge,1,Not out
16.4,BJ Hodge,Azhar Mahmood,J Botha,1,Not out
16.5,J Botha,Azhar Mahmood,BJ Hodge,0,Not out
16.6,J Botha,Azhar Mahmood,BJ Hodge,4,Not out
17.1,BJ Hodge,P Kumar,J Botha,0,Not out
17.2,BJ Hodge,P Kumar,J Botha,4,Not out
17.3,BJ Hodge,P Kumar,J Botha,0,Not out
17.4,J Botha,P Kumar,BJ Hodge,2,Not out
17.5,J Botha,P Kumar,BJ Hodge,1,Not out
17.6,BJ Hodge,P Kumar,J Botha,1,Not out
18.1,BJ Hodge,Azhar Mahmood,J Botha,0,Not out
18.2,BJ Hodge,Azhar Mahmood,J Botha,6,Not out
18.3,BJ Hodge,Azhar Mahmood,J Botha,2,Not out
18.4,BJ Hodge,Azhar Mahmood,J Botha,0,Not out
18.5,BJ Hodge,Azhar Mahmood,J Botha,2,Not out
18.6,BJ Hodge,Azhar Mahmood,J Botha,1,Not out
18.7,J Botha,Azhar Mahmood,BJ Hodge,4,Not out
19.1,BJ Hodge,RJ Harris,J Botha,0,Not out
19.2,BJ Hodge,RJ Harris,J Botha,6,Not out
19.3,BJ Hodge,RJ Harris,J Botha,4,Not out
19.4,BJ Hodge,RJ Harris,J Botha,0,caught
19.5,J Botha,RJ Harris,STR Binny,1,Not out
19.6,STR Binny,RJ Harris,J Botha,0,caught
