ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,RT Ponting,AJ Finch,SR Tendulkar,1,Not out
0.2,SR Tendulkar,AJ Finch,RT Ponting,0,Not out
0.3,SR Tendulkar,AJ Finch,RT Ponting,0,Not out
0.4,SR Tendulkar,AJ Finch,RT Ponting,0,Not out
0.5,SR Tendulkar,AJ Finch,RT Ponting,0,Not out
0.6,SR Tendulkar,AJ Finch,RT Ponting,2,Not out
1.1,RT Ponting,B Kumar,SR Tendulkar,0,Not out
1.2,RT Ponting,B Kumar,SR Tendulkar,0,Not out
1.3,RT Ponting,B Kumar,SR Tendulkar,4,Not out
1.4,RT Ponting,B Kumar,SR Tendulkar,0,Not out
1.5,RT Ponting,B Kumar,SR Tendulkar,4,Not out
1.6,RT Ponting,B Kumar,SR Tendulkar,0,Not out
2.1,SR Tendulkar,AB Dinda,RT Ponting,0,Not out
2.2,SR Tendulkar,AB Dinda,RT Ponting,4,Not out
2.3,SR Tendulkar,AB Dinda,RT Ponting,4,Not out
2.4,SR Tendulkar,AB Dinda,RT Ponting,4,Not out
2.5,SR Tendulkar,AB Dinda,RT Ponting,4,Not out
2.6,SR Tendulkar,AB Dinda,RT Ponting,0,Not out
2.7,SR Tendulkar,AB Dinda,RT Ponting,0,Not out
3.1,RT Ponting,R Sharma,SR Tendulkar,0,Not out
3.2,RT Ponting,R Sharma,SR Tendulkar,0,Not out
3.3,RT Ponting,R Sharma,SR Tendulkar,1,Not out
3.4,SR Tendulkar,R Sharma,RT Ponting,1,Not out
3.5,RT Ponting,R Sharma,SR Tendulkar,1,Not out
3.6,SR Tendulkar,R Sharma,RT Ponting,4,Not out
4.1,RT Ponting,AD Mathews,SR Tendulkar,0,Not out
4.2,RT Ponting,AD Mathews,SR Tendulkar,0,Not out
4.3,RT Ponting,AD Mathews,SR Tendulkar,1,Not out
4.4,SR Tendulkar,AD Mathews,RT Ponting,0,Not out
4.5,SR Tendulkar,AD Mathews,RT Ponting,0,Not out
4.6,SR Tendulkar,AD Mathews,RT Ponting,1,Not out
5.1,SR Tendulkar,R Sharma,RT Ponting,0,Not out
5.2,SR Tendulkar,R Sharma,RT Ponting,0,Not out
5.3,SR Tendulkar,R Sharma,RT Ponting,0,Not out
5.4,SR Tendulkar,R Sharma,RT Ponting,4,Not out
5.5,SR Tendulkar,R Sharma,RT Ponting,6,Not out
5.6,SR Tendulkar,R Sharma,RT Ponting,1,Not out
6.1,SR Tendulkar,AD Mathews,RT Ponting,0,Not out
6.2,SR Tendulkar,AD Mathews,RT Ponting,1,Not out
6.3,RT Ponting,AD Mathews,SR Tendulkar,1,Not out
6.4,SR Tendulkar,AD Mathews,RT Ponting,2,Not out
6.5,SR Tendulkar,AD Mathews,RT Ponting,1,Not out
6.6,RT Ponting,AD Mathews,SR Tendulkar,1,Not out
7.1,RT Ponting,Yuvraj Singh,SR Tendulkar,0,caught
7.2,KD Karthik,Yuvraj Singh,SR Tendulkar,0,Not out
7.3,KD Karthik,Yuvraj Singh,SR Tendulkar,1,Not out
7.4,SR Tendulkar,Yuvraj Singh,KD Karthik,1,Not out
7.5,KD Karthik,Yuvraj Singh,SR Tendulkar,0,Not out
7.6,KD Karthik,Yuvraj Singh,SR Tendulkar,0,Not out
8.1,SR Tendulkar,AJ Finch,KD Karthik,4,Not out
8.2,SR Tendulkar,AJ Finch,KD Karthik,0,caught
8.3,KD Karthik,AJ Finch,RG Sharma,1,Not out
8.4,RG Sharma,AJ Finch,KD Karthik,1,Not out
8.5,KD Karthik,AJ Finch,RG Sharma,1,Not out
8.6,RG Sharma,AJ Finch,KD Karthik,1,Not out
9.1,RG Sharma,B Kumar,KD Karthik,1,Not out
9.2,KD Karthik,B Kumar,RG Sharma,0,Not out
9.3,KD Karthik,B Kumar,RG Sharma,1,Not out
9.4,RG Sharma,B Kumar,KD Karthik,1,Not out
9.5,KD Karthik,B Kumar,RG Sharma,4,Not out
9.6,KD Karthik,B Kumar,RG Sharma,1,Not out
10.1,KD Karthik,R Sharma,RG Sharma,1,Not out
10.2,RG Sharma,R Sharma,KD Karthik,4,Not out
10.3,RG Sharma,R Sharma,KD Karthik,0,Not out
10.4,RG Sharma,R Sharma,KD Karthik,1,Not out
10.5,KD Karthik,R Sharma,RG Sharma,1,Not out
10.6,RG Sharma,R Sharma,KD Karthik,0,Not out
11.1,KD Karthik,Yuvraj Singh,RG Sharma,4,Not out
11.2,KD Karthik,Yuvraj Singh,RG Sharma,4,Not out
11.3,KD Karthik,Yuvraj Singh,RG Sharma,1,Not out
11.4,RG Sharma,Yuvraj Singh,KD Karthik,1,Not out
11.5,KD Karthik,Yuvraj Singh,RG Sharma,0,Not out
11.6,KD Karthik,Yuvraj Singh,RG Sharma,1,Not out
12.1,KD Karthik,R Sharma,RG Sharma,0,Not out
12.2,KD Karthik,R Sharma,RG Sharma,0,Not out
12.3,KD Karthik,R Sharma,RG Sharma,1,Not out
12.4,RG Sharma,R Sharma,KD Karthik,0,Not out
12.5,RG Sharma,R Sharma,KD Karthik,0,Not out
12.6,RG Sharma,R Sharma,KD Karthik,1,Not out
13.1,RG Sharma,AD Mathews,KD Karthik,1,Not out
13.2,KD Karthik,AD Mathews,RG Sharma,6,Not out
13.3,KD Karthik,AD Mathews,RG Sharma,2,Not out
13.4,KD Karthik,AD Mathews,RG Sharma,1,Not out
13.5,RG Sharma,AD Mathews,KD Karthik,1,Not out
13.6,KD Karthik,AD Mathews,RG Sharma,1,Not out
14.1,KD Karthik,AB Dinda,RG Sharma,2,Not out
14.2,KD Karthik,AB Dinda,RG Sharma,4,Not out
14.3,KD Karthik,AB Dinda,RG Sharma,2,Not out
14.4,KD Karthik,AB Dinda,RG Sharma,1,Not out
14.5,RG Sharma,AB Dinda,KD Karthik,0,Not out
14.6,RG Sharma,AB Dinda,KD Karthik,2,Not out
15.1,KD Karthik,MR Marsh,RG Sharma,0,lbw
15.2,KA Pollard,MR Marsh,RG Sharma,0,Not out
15.3,KA Pollard,MR Marsh,RG Sharma,0,Not out
15.4,KA Pollard,MR Marsh,RG Sharma,0,Not out
15.5,KA Pollard,MR Marsh,RG Sharma,1,Not out
15.6,RG Sharma,MR Marsh,KA Pollard,0,Not out
15.7,RG Sharma,MR Marsh,KA Pollard,1,Not out
16.1,RG Sharma,AB Dinda,KA Pollard,2,Not out
16.2,RG Sharma,AB Dinda,KA Pollard,6,Not out
16.3,RG Sharma,AB Dinda,KA Pollard,6,Not out
16.4,RG Sharma,AB Dinda,KA Pollard,0,Not out
16.5,RG Sharma,AB Dinda,KA Pollard,2,Not out
16.6,RG Sharma,AB Dinda,KA Pollard,1,Not out
16.7,KA Pollard,AB Dinda,RG Sharma,1,Not out
17.1,KA Pollard,MR Marsh,RG Sharma,0,Not out
17.2,KA Pollard,MR Marsh,RG Sharma,4,Not out
17.3,KA Pollard,MR Marsh,RG Sharma,6,Not out
17.4,KA Pollard,MR Marsh,RG Sharma,1,Not out
17.5,RG Sharma,MR Marsh,KA Pollard,4,Not out
17.6,RG Sharma,MR Marsh,KA Pollard,6,Not out
18.1,KA Pollard,AD Mathews,RG Sharma,0,Not out
18.2,KA Pollard,AD Mathews,RG Sharma,1,Not out
18.3,RG Sharma,AD Mathews,KA Pollard,4,Not out
18.4,RG Sharma,AD Mathews,KA Pollard,1,Not out
18.5,KA Pollard,AD Mathews,RG Sharma,2,Not out
18.6,KA Pollard,AD Mathews,RG Sharma,1,Not out
19.1,KA Pollard,AB Dinda,RG Sharma,1,Not out
19.2,RG Sharma,AB Dinda,KA Pollard,1,Not out
19.3,KA Pollard,AB Dinda,RG Sharma,1,Not out
19.4,RG Sharma,AB Dinda,KA Pollard,6,Not out
19.5,RG Sharma,AB Dinda,KA Pollard,6,Not out
19.6,RG Sharma,AB Dinda,KA Pollard,1,Not out
