ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,AJ Finch,DW Steyn,V Sehwag,0,Not out
0.2,AJ Finch,DW Steyn,V Sehwag,0,caught
0.3,NV Ojha,DW Steyn,V Sehwag,0,Not out
0.4,NV Ojha,DW Steyn,V Sehwag,0,Not out
0.5,NV Ojha,DW Steyn,V Sehwag,1,Not out
0.6,V Sehwag,DW Steyn,NV Ojha,4,Not out
1.1,NV Ojha,I Sharma,V Sehwag,1,Not out
1.2,V Sehwag,I Sharma,NV Ojha,0,Not out
1.3,V Sehwag,I Sharma,NV Ojha,0,Not out
1.4,V Sehwag,I Sharma,NV Ojha,0,Not out
1.5,V Sehwag,I Sharma,NV Ojha,0,Not out
1.6,V Sehwag,I Sharma,NV Ojha,1,Not out
1.7,NV Ojha,I Sharma,V Sehwag,0,Not out
2.1,V Sehwag,DW Steyn,NV Ojha,0,Not out
2.2,V Sehwag,DW Steyn,NV Ojha,0,Not out
2.3,V Sehwag,DW Steyn,NV Ojha,1,Not out
2.4,NV Ojha,DW Steyn,V Sehwag,0,Not out
2.5,NV Ojha,DW Steyn,V Sehwag,0,Not out
2.6,NV Ojha,DW Steyn,V Sehwag,1,Not out
2.7,V Sehwag,DW Steyn,NV Ojha,0,Not out
3.1,NV Ojha,I Sharma,V Sehwag,4,Not out
3.2,NV Ojha,I Sharma,V Sehwag,0,caught
3.3,Y Venugopal Rao,I Sharma,V Sehwag,0,Not out
3.4,Y Venugopal Rao,I Sharma,V Sehwag,0,Not out
3.5,Y Venugopal Rao,I Sharma,V Sehwag,0,Not out
3.6,Y Venugopal Rao,I Sharma,V Sehwag,1,Not out
4.1,Y Venugopal Rao,DT Christian,V Sehwag,0,Not out
4.2,V Sehwag,DT Christian,Y Venugopal Rao,1,Not out
4.3,Y Venugopal Rao,DT Christian,V Sehwag,1,Not out
4.4,V Sehwag,DT Christian,Y Venugopal Rao,0,Not out
4.5,V Sehwag,DT Christian,Y Venugopal Rao,0,Not out
4.6,V Sehwag,DT Christian,Y Venugopal Rao,1,Not out
4.7,Y Venugopal Rao,DT Christian,V Sehwag,0,Not out
4.8,Y Venugopal Rao,DT Christian,V Sehwag,0,Not out
4.9,Y Venugopal Rao,DT Christian,V Sehwag,1,Not out
5.1,Y Venugopal Rao,I Sharma,V Sehwag,0,Not out
5.2,Y Venugopal Rao,I Sharma,V Sehwag,0,Not out
5.3,Y Venugopal Rao,I Sharma,V Sehwag,0,Not out
5.4,Y Venugopal Rao,I Sharma,V Sehwag,0,Not out
5.5,Y Venugopal Rao,I Sharma,V Sehwag,0,caught
5.6,V Sehwag,I Sharma,TR Birt,0,Not out
5.7,V Sehwag,I Sharma,TR Birt,4,Not out
6.1,TR Birt,DT Christian,V Sehwag,0,Not out
6.2,TR Birt,DT Christian,V Sehwag,0,Not out
6.3,TR Birt,DT Christian,V Sehwag,0,Not out
6.4,TR Birt,DT Christian,V Sehwag,0,Not out
6.5,TR Birt,DT Christian,V Sehwag,0,Not out
6.6,TR Birt,DT Christian,V Sehwag,1,Not out
6.7,V Sehwag,DT Christian,TR Birt,1,Not out
7.1,V Sehwag,I Malhotra,TR Birt,6,Not out
7.2,V Sehwag,I Malhotra,TR Birt,6,Not out
7.3,V Sehwag,I Malhotra,TR Birt,4,Not out
