ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,CH Gayle,P Kumar,SS Tiwary,0,Not out
0.2,CH Gayle,P Kumar,SS Tiwary,0,Not out
0.3,CH Gayle,P Kumar,SS Tiwary,0,Not out
0.4,CH Gayle,P Kumar,SS Tiwary,0,Not out
0.5,CH Gayle,P Kumar,SS Tiwary,0,Not out
0.6,CH Gayle,P Kumar,SS Tiwary,0,Not out
1.1,SS Tiwary,RJ Harris,CH Gayle,0,Not out
1.2,SS Tiwary,RJ Harris,CH Gayle,0,Not out
1.3,SS Tiwary,RJ Harris,CH Gayle,0,Not out
1.4,SS Tiwary,RJ Harris,CH Gayle,0,Not out
1.5,SS Tiwary,RJ Harris,CH Gayle,1,Not out
1.6,CH Gayle,RJ Harris,SS Tiwary,0,caught
1.7,V Kohli,RJ Harris,SS Tiwary,0,Not out
1.8,V Kohli,RJ Harris,SS Tiwary,0,Not out
1.9,SS Tiwary,RJ Harris,V Kohli,0,Not out
2.1,V Kohli,P Kumar,SS Tiwary,0,Not out
2.2,V Kohli,P Kumar,SS Tiwary,0,Not out
2.3,V Kohli,P Kumar,SS Tiwary,1,Not out
2.4,SS Tiwary,P Kumar,V Kohli,0,Not out
2.5,SS Tiwary,P Kumar,V Kohli,0,Not out
2.6,SS Tiwary,P Kumar,V Kohli,0,Not out
3.1,V Kohli,RJ Harris,SS Tiwary,0,Not out
3.2,V Kohli,RJ Harris,SS Tiwary,0,Not out
3.3,V Kohli,RJ Harris,SS Tiwary,0,Not out
3.4,V Kohli,RJ Harris,SS Tiwary,2,Not out
3.5,V Kohli,RJ Harris,SS Tiwary,4,Not out
3.6,V Kohli,RJ Harris,SS Tiwary,4,Not out
3.7,V Kohli,RJ Harris,SS Tiwary,0,caught
4.1,SS Tiwary,P Kumar,AB de Villiers,0,Not out
4.2,SS Tiwary,P Kumar,AB de Villiers,0,Not out
4.3,SS Tiwary,P Kumar,AB de Villiers,1,Not out
4.4,AB de Villiers,P Kumar,SS Tiwary,4,Not out
4.5,AB de Villiers,P Kumar,SS Tiwary,1,Not out
4.6,SS Tiwary,P Kumar,AB de Villiers,4,Not out
5.1,AB de Villiers,SJ Srivastava,SS Tiwary,0,Not out
5.2,AB de Villiers,SJ Srivastava,SS Tiwary,2,Not out
5.3,AB de Villiers,SJ Srivastava,SS Tiwary,0,Not out
