ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,AJ Finch,TG Southee,BB McCullum,0,Not out
0.2,AJ Finch,TG Southee,BB McCullum,4,Not out
0.3,AJ Finch,TG Southee,BB McCullum,1,Not out
0.4,BB McCullum,TG Southee,AJ Finch,0,Not out
0.5,BB McCullum,TG Southee,AJ Finch,0,Not out
0.6,BB McCullum,TG Southee,AJ Finch,6,Not out
1.1,AJ Finch,JJ Bumrah,BB McCullum,0,Not out
1.2,AJ Finch,JJ Bumrah,BB McCullum,1,Not out
1.3,BB McCullum,JJ Bumrah,AJ Finch,0,caught
1.4,SK Raina,JJ Bumrah,AJ Finch,0,Not out
1.5,SK Raina,JJ Bumrah,AJ Finch,0,Not out
1.6,SK Raina,JJ Bumrah,AJ Finch,2,Not out
1.7,SK Raina,JJ Bumrah,AJ Finch,0,Not out
2.1,AJ Finch,TG Southee,SK Raina,4,Not out
2.2,AJ Finch,TG Southee,SK Raina,0,Not out
2.3,AJ Finch,TG Southee,SK Raina,0,Not out
2.4,AJ Finch,TG Southee,SK Raina,1,Not out
2.5,SK Raina,TG Southee,AJ Finch,0,Not out
2.6,SK Raina,TG Southee,AJ Finch,0,Not out
3.1,AJ Finch,MJ McClenaghan,SK Raina,0,Not out
3.2,SK Raina,MJ McClenaghan,AJ Finch,0,Not out
3.3,SK Raina,MJ McClenaghan,AJ Finch,4,Not out
3.4,SK Raina,MJ McClenaghan,AJ Finch,0,Not out
3.5,SK Raina,MJ McClenaghan,AJ Finch,0,Not out
3.6,SK Raina,MJ McClenaghan,AJ Finch,4,Not out
4.1,AJ Finch,TG Southee,SK Raina,0,Not out
4.2,AJ Finch,TG Southee,SK Raina,0,Not out
4.3,AJ Finch,TG Southee,SK Raina,4,Not out
4.4,AJ Finch,TG Southee,SK Raina,1,Not out
4.5,SK Raina,TG Southee,AJ Finch,0,Not out
4.6,SK Raina,TG Southee,AJ Finch,1,Not out
5.1,SK Raina,KH Pandya,AJ Finch,1,Not out
5.2,AJ Finch,KH Pandya,SK Raina,1,Not out
5.3,SK Raina,KH Pandya,AJ Finch,4,Not out
5.4,SK Raina,KH Pandya,AJ Finch,1,Not out
5.5,AJ Finch,KH Pandya,SK Raina,0,Not out
5.6,AJ Finch,KH Pandya,SK Raina,0,Not out
6.1,SK Raina,HH Pandya,AJ Finch,0,Not out
6.2,SK Raina,HH Pandya,AJ Finch,1,Not out
6.3,AJ Finch,HH Pandya,SK Raina,0,Not out
6.4,AJ Finch,HH Pandya,SK Raina,0,Not out
6.5,SK Raina,HH Pandya,AJ Finch,1,Not out
6.6,AJ Finch,HH Pandya,SK Raina,1,Not out
6.7,SK Raina,HH Pandya,AJ Finch,6,Not out
7.1,AJ Finch,Harbhajan Singh,SK Raina,0,Not out
7.2,AJ Finch,Harbhajan Singh,SK Raina,4,Not out
7.3,AJ Finch,Harbhajan Singh,SK Raina,4,Not out
7.4,AJ Finch,Harbhajan Singh,SK Raina,0,Not out
7.5,AJ Finch,Harbhajan Singh,SK Raina,1,Not out
7.6,SK Raina,Harbhajan Singh,AJ Finch,1,Not out
8.1,SK Raina,MJ McClenaghan,AJ Finch,1,Not out
8.2,AJ Finch,MJ McClenaghan,SK Raina,1,Not out
