ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,AM Rahane,M Morkel,F du Plessis,0,Not out
0.2,AM Rahane,M Morkel,F du Plessis,1,Not out
0.3,F du Plessis,M Morkel,AM Rahane,0,Not out
0.4,F du Plessis,M Morkel,AM Rahane,0,Not out
0.5,F du Plessis,M Morkel,AM Rahane,0,Not out
0.6,F du Plessis,M Morkel,AM Rahane,1,Not out
1.1,F du Plessis,AD Russell,AM Rahane,1,Not out
1.2,AM Rahane,AD Russell,F du Plessis,1,Not out
1.3,F du Plessis,AD Russell,AM Rahane,1,Not out
1.4,AM Rahane,AD Russell,F du Plessis,0,Not out
1.5,AM Rahane,AD Russell,F du Plessis,0,Not out
1.6,AM Rahane,AD Russell,F du Plessis,1,Not out
2.1,AM Rahane,M Morkel,F du Plessis,6,Not out
2.2,AM Rahane,M Morkel,F du Plessis,0,Not out
2.3,AM Rahane,M Morkel,F du Plessis,0,Not out
2.4,AM Rahane,M Morkel,F du Plessis,4,Not out
2.5,AM Rahane,M Morkel,F du Plessis,1,Not out
2.6,F du Plessis,M Morkel,AM Rahane,0,Not out
3.1,AM Rahane,Shakib Al Hasan,F du Plessis,0,Not out
3.2,AM Rahane,Shakib Al Hasan,F du Plessis,4,Not out
3.3,AM Rahane,Shakib Al Hasan,F du Plessis,1,Not out
3.4,F du Plessis,Shakib Al Hasan,AM Rahane,1,Not out
3.5,AM Rahane,Shakib Al Hasan,F du Plessis,1,Not out
3.6,F du Plessis,Shakib Al Hasan,AM Rahane,0,bowled
4.1,AM Rahane,SP Narine,SPD Smith,0,Not out
4.2,AM Rahane,SP Narine,SPD Smith,0,Not out
4.3,AM Rahane,SP Narine,SPD Smith,1,Not out
4.4,SPD Smith,SP Narine,AM Rahane,1,Not out
4.5,AM Rahane,SP Narine,SPD Smith,1,Not out
4.6,SPD Smith,SP Narine,AM Rahane,1,Not out
5.1,SPD Smith,Shakib Al Hasan,AM Rahane,0,Not out
5.2,SPD Smith,Shakib Al Hasan,AM Rahane,1,Not out
5.3,AM Rahane,Shakib Al Hasan,SPD Smith,1,Not out
5.4,SPD Smith,Shakib Al Hasan,AM Rahane,0,Not out
5.5,SPD Smith,Shakib Al Hasan,AM Rahane,1,Not out
5.6,AM Rahane,Shakib Al Hasan,SPD Smith,0,Not out
6.1,SPD Smith,AD Russell,AM Rahane,2,Not out
6.2,SPD Smith,AD Russell,AM Rahane,1,Not out
6.3,AM Rahane,AD Russell,SPD Smith,4,Not out
6.4,AM Rahane,AD Russell,SPD Smith,0,Not out
6.5,AM Rahane,AD Russell,SPD Smith,1,Not out
6.6,SPD Smith,AD Russell,AM Rahane,4,Not out
7.1,AM Rahane,Shakib Al Hasan,SPD Smith,0,Not out
7.2,AM Rahane,Shakib Al Hasan,SPD Smith,1,Not out
7.3,SPD Smith,Shakib Al Hasan,AM Rahane,0,Not out
7.4,SPD Smith,Shakib Al Hasan,AM Rahane,1,Not out
7.5,AM Rahane,Shakib Al Hasan,SPD Smith,1,Not out
7.6,SPD Smith,Shakib Al Hasan,AM Rahane,1,Not out
8.1,SPD Smith,PP Chawla,AM Rahane,0,Not out
8.2,SPD Smith,PP Chawla,AM Rahane,1,Not out
8.3,AM Rahane,PP Chawla,SPD Smith,4,Not out
8.4,AM Rahane,PP Chawla,SPD Smith,1,Not out
8.5,SPD Smith,PP Chawla,AM Rahane,1,Not out
8.6,AM Rahane,PP Chawla,SPD Smith,1,Not out
