ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,AB McDonald,IK Pathan,CA Pujara,0,Not out
0.2,AB McDonald,IK Pathan,CA Pujara,1,Not out
0.3,CA Pujara,IK Pathan,AB McDonald,0,Not out
0.4,CA Pujara,IK Pathan,AB McDonald,0,Not out
0.5,CA Pujara,IK Pathan,AB McDonald,2,Not out
0.6,CA Pujara,IK Pathan,AB McDonald,1,Not out
1.1,CA Pujara,DAJ Bracewell,AB McDonald,1,Not out
1.2,AB McDonald,DAJ Bracewell,CA Pujara,0,Not out
1.3,AB McDonald,DAJ Bracewell,CA Pujara,0,Not out
1.4,AB McDonald,DAJ Bracewell,CA Pujara,6,Not out
1.5,AB McDonald,DAJ Bracewell,CA Pujara,0,Not out
1.6,AB McDonald,DAJ Bracewell,CA Pujara,0,Not out
2.1,CA Pujara,IK Pathan,AB McDonald,1,Not out
2.2,AB McDonald,IK Pathan,CA Pujara,0,Not out
2.3,AB McDonald,IK Pathan,CA Pujara,4,Not out
2.4,AB McDonald,IK Pathan,CA Pujara,4,Not out
2.5,AB McDonald,IK Pathan,CA Pujara,6,Not out
2.6,AB McDonald,IK Pathan,CA Pujara,4,Not out
3.1,CA Pujara,M Morkel,AB McDonald,0,Not out
3.2,CA Pujara,M Morkel,AB McDonald,4,Not out
3.3,CA Pujara,M Morkel,AB McDonald,0,Not out
3.4,CA Pujara,M Morkel,AB McDonald,2,Not out
3.5,CA Pujara,M Morkel,AB McDonald,0,Not out
3.6,CA Pujara,M Morkel,AB McDonald,0,Not out
3.7,CA Pujara,M Morkel,AB McDonald,0,caught
4.1,AB McDonald,UT Yadav,V Kohli,0,Not out
4.2,AB McDonald,UT Yadav,V Kohli,0,Not out
4.3,V Kohli,UT Yadav,AB McDonald,1,Not out
4.4,AB McDonald,UT Yadav,V Kohli,1,Not out
4.5,V Kohli,UT Yadav,AB McDonald,0,Not out
4.6,AB McDonald,UT Yadav,V Kohli,0,Not out
5.1,V Kohli,M Morkel,AB McDonald,0,Not out
5.2,V Kohli,M Morkel,AB McDonald,0,Not out
5.3,V Kohli,M Morkel,AB McDonald,1,Not out
5.4,AB McDonald,M Morkel,V Kohli,4,Not out
5.5,AB McDonald,M Morkel,V Kohli,0,Not out
5.6,AB McDonald,M Morkel,V Kohli,0,caught
6.1,AB de Villiers,S Nadeem,V Kohli,2,Not out
6.2,AB de Villiers,S Nadeem,V Kohli,0,Not out
6.3,AB de Villiers,S Nadeem,V Kohli,0,Not out
6.4,AB de Villiers,S Nadeem,V Kohli,1,Not out
6.5,V Kohli,S Nadeem,AB de Villiers,4,Not out
