ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,AM Rahane,TG Southee,SS Tiwary,1,Not out
0.2,SS Tiwary,TG Southee,AM Rahane,0,Not out
0.3,SS Tiwary,TG Southee,AM Rahane,1,Not out
0.4,AM Rahane,TG Southee,SS Tiwary,0,Not out
0.5,AM Rahane,TG Southee,SS Tiwary,3,Not out
0.6,SS Tiwary,TG Southee,AM Rahane,1,Not out
0.7,AM Rahane,TG Southee,SS Tiwary,0,Not out
1.1,SS Tiwary,MJ McClenaghan,AM Rahane,0,Not out
1.2,SS Tiwary,MJ McClenaghan,AM Rahane,0,Not out
1.3,SS Tiwary,MJ McClenaghan,AM Rahane,1,Not out
1.4,AM Rahane,MJ McClenaghan,SS Tiwary,0,Not out
1.5,AM Rahane,MJ McClenaghan,SS Tiwary,0,caught
1.6,SS Tiwary,MJ McClenaghan,SPD Smith,0,Not out
2.1,SPD Smith,TG Southee,SS Tiwary,1,Not out
2.2,SS Tiwary,TG Southee,SPD Smith,1,Not out
2.3,SPD Smith,TG Southee,SS Tiwary,0,Not out
2.4,SPD Smith,TG Southee,SS Tiwary,4,Not out
2.5,SPD Smith,TG Southee,SS Tiwary,4,Not out
2.6,SPD Smith,TG Southee,SS Tiwary,4,Not out
3.1,SS Tiwary,MJ McClenaghan,SPD Smith,0,Not out
3.2,SS Tiwary,MJ McClenaghan,SPD Smith,1,Not out
3.3,SPD Smith,MJ McClenaghan,SS Tiwary,4,Not out
3.4,SPD Smith,MJ McClenaghan,SS Tiwary,0,Not out
3.5,SPD Smith,MJ McClenaghan,SS Tiwary,6,Not out
3.6,SPD Smith,MJ McClenaghan,SS Tiwary,3,Not out
4.1,SPD Smith,KH Pandya,SS Tiwary,0,Not out
4.2,SPD Smith,KH Pandya,SS Tiwary,0,Not out
4.3,SPD Smith,KH Pandya,SS Tiwary,1,Not out
4.4,SS Tiwary,KH Pandya,SPD Smith,1,Not out
4.5,SPD Smith,KH Pandya,SS Tiwary,6,Not out
4.6,SPD Smith,KH Pandya,SS Tiwary,0,Not out
5.1,SS Tiwary,JJ Bumrah,SPD Smith,4,Not out
5.2,SS Tiwary,JJ Bumrah,SPD Smith,0,Not out
5.3,SS Tiwary,JJ Bumrah,SPD Smith,2,Not out
5.4,SS Tiwary,JJ Bumrah,SPD Smith,0,Not out
5.5,SS Tiwary,JJ Bumrah,SPD Smith,4,Not out
5.6,SS Tiwary,JJ Bumrah,SPD Smith,0,Not out
6.1,SPD Smith,KH Pandya,SS Tiwary,1,Not out
6.2,SS Tiwary,KH Pandya,SPD Smith,0,Not out
6.3,SS Tiwary,KH Pandya,SPD Smith,6,Not out
6.4,SS Tiwary,KH Pandya,SPD Smith,2,Not out
6.5,SS Tiwary,KH Pandya,SPD Smith,0,Not out
6.6,SS Tiwary,KH Pandya,SPD Smith,6,Not out
6.7,SS Tiwary,KH Pandya,SPD Smith,4,Not out
7.1,SPD Smith,HH Pandya,SS Tiwary,0,Not out
7.2,SPD Smith,HH Pandya,SS Tiwary,6,Not out
7.3,SPD Smith,HH Pandya,SS Tiwary,0,Not out
7.4,SPD Smith,HH Pandya,SS Tiwary,1,Not out
7.5,SS Tiwary,HH Pandya,SPD Smith,1,Not out
7.6,SPD Smith,HH Pandya,SS Tiwary,1,Not out
7.7,SS Tiwary,HH Pandya,SPD Smith,0,Not out
8.1,SPD Smith,Harbhajan Singh,SS Tiwary,1,Not out
8.2,SS Tiwary,Harbhajan Singh,SPD Smith,1,Not out
8.3,SPD Smith,Harbhajan Singh,SS Tiwary,1,Not out
8.4,SS Tiwary,Harbhajan Singh,SPD Smith,0,Not out
8.5,SS Tiwary,Harbhajan Singh,SPD Smith,1,Not out
8.6,SPD Smith,Harbhajan Singh,SS Tiwary,1,Not out
8.7,SS Tiwary,Harbhajan Singh,SPD Smith,1,Not out
9.1,SS Tiwary,JJ Bumrah,SPD Smith,1,Not out
9.2,SPD Smith,JJ Bumrah,SS Tiwary,0,caught
9.3,PSP Handscomb,JJ Bumrah,SS Tiwary,0,Not out
9.4,PSP Handscomb,JJ Bumrah,SS Tiwary,0,Not out
9.5,PSP Handscomb,JJ Bumrah,SS Tiwary,0,Not out
9.6,PSP Handscomb,JJ Bumrah,SS Tiwary,1,Not out
10.1,PSP Handscomb,Harbhajan Singh,SS Tiwary,1,Not out
10.2,SS Tiwary,Harbhajan Singh,PSP Handscomb,1,Not out
10.3,PSP Handscomb,Harbhajan Singh,SS Tiwary,1,Not out
10.4,SS Tiwary,Harbhajan Singh,PSP Handscomb,4,Not out
10.5,SS Tiwary,Harbhajan Singh,PSP Handscomb,1,Not out
10.6,PSP Handscomb,Harbhajan Singh,SS Tiwary,1,Not out
11.1,PSP Handscomb,TG Southee,SS Tiwary,0,Not out
11.2,PSP Handscomb,TG Southee,SS Tiwary,1,Not out
11.3,SS Tiwary,TG Southee,PSP Handscomb,0,Not out
11.4,SS Tiwary,TG Southee,PSP Handscomb,1,Not out
11.5,PSP Handscomb,TG Southee,SS Tiwary,0,Not out
11.6,PSP Handscomb,TG Southee,SS Tiwary,1,Not out
12.1,PSP Handscomb,Harbhajan Singh,SS Tiwary,0,caught
12.2,SS Tiwary,Harbhajan Singh,MS Dhoni,1,Not out
12.3,MS Dhoni,Harbhajan Singh,SS Tiwary,0,Not out
12.4,MS Dhoni,Harbhajan Singh,SS Tiwary,0,Not out
12.5,MS Dhoni,Harbhajan Singh,SS Tiwary,0,Not out
12.6,MS Dhoni,Harbhajan Singh,SS Tiwary,1,Not out
13.1,MS Dhoni,MJ McClenaghan,SS Tiwary,4,Not out
13.2,MS Dhoni,MJ McClenaghan,SS Tiwary,0,Not out
13.3,MS Dhoni,MJ McClenaghan,SS Tiwary,1,Not out
13.4,SS Tiwary,MJ McClenaghan,MS Dhoni,0,Not out
13.5,SS Tiwary,MJ McClenaghan,MS Dhoni,1,Not out
13.6,MS Dhoni,MJ McClenaghan,SS Tiwary,0,Not out
14.1,SS Tiwary,Harbhajan Singh,MS Dhoni,1,Not out
14.2,MS Dhoni,Harbhajan Singh,SS Tiwary,0,Not out
14.3,MS Dhoni,Harbhajan Singh,SS Tiwary,1,Not out
14.4,SS Tiwary,Harbhajan Singh,MS Dhoni,0,Not out
14.5,SS Tiwary,Harbhajan Singh,MS Dhoni,1,Not out
14.6,MS Dhoni,Harbhajan Singh,SS Tiwary,1,Not out
