ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,AC Gilchrist,AC Thomas,SE Marsh,0,Not out
0.2,AC Gilchrist,AC Thomas,SE Marsh,1,Not out
0.3,SE Marsh,AC Thomas,AC Gilchrist,1,Not out
0.4,AC Gilchrist,AC Thomas,SE Marsh,0,caught
0.5,PC Valthaty,AC Thomas,SE Marsh,2,Not out
0.6,PC Valthaty,AC Thomas,SE Marsh,0,Not out
1.1,SE Marsh,SB Wagh,PC Valthaty,0,Not out
1.2,SE Marsh,SB Wagh,PC Valthaty,0,Not out
1.3,SE Marsh,SB Wagh,PC Valthaty,0,caught
1.4,KD Karthik,SB Wagh,PC Valthaty,0,Not out
1.5,KD Karthik,SB Wagh,PC Valthaty,0,Not out
1.6,KD Karthik,SB Wagh,PC Valthaty,0,Not out
1.7,KD Karthik,SB Wagh,PC Valthaty,0,Not out
2.1,PC Valthaty,AC Thomas,KD Karthik,0,Not out
2.2,PC Valthaty,AC Thomas,KD Karthik,4,Not out
2.3,PC Valthaty,AC Thomas,KD Karthik,0,Not out
2.4,PC Valthaty,AC Thomas,KD Karthik,0,caught
2.5,AM Nayar,AC Thomas,KD Karthik,0,Not out
2.6,AM Nayar,AC Thomas,KD Karthik,0,Not out
3.1,KD Karthik,SB Wagh,AM Nayar,0,Not out
3.2,KD Karthik,SB Wagh,AM Nayar,0,Not out
3.3,KD Karthik,SB Wagh,AM Nayar,0,caught
3.4,Sunny Singh,SB Wagh,AM Nayar,4,Not out
3.5,Sunny Singh,SB Wagh,AM Nayar,4,Not out
3.6,Sunny Singh,SB Wagh,AM Nayar,0,Not out
4.1,AM Nayar,WD Parnell,Sunny Singh,0,Not out
4.2,AM Nayar,WD Parnell,Sunny Singh,0,Not out
4.3,AM Nayar,WD Parnell,Sunny Singh,4,Not out
4.4,AM Nayar,WD Parnell,Sunny Singh,0,Not out
4.5,AM Nayar,WD Parnell,Sunny Singh,1,Not out
4.6,Sunny Singh,WD Parnell,AM Nayar,0,Not out
5.1,AM Nayar,M Kartik,Sunny Singh,0,Not out
5.2,AM Nayar,M Kartik,Sunny Singh,0,Not out
5.3,AM Nayar,M Kartik,Sunny Singh,4,Not out
5.4,AM Nayar,M Kartik,Sunny Singh,1,Not out
5.5,Sunny Singh,M Kartik,AM Nayar,4,Not out
5.6,Sunny Singh,M Kartik,AM Nayar,0,run out
6.1,AM Nayar,JD Ryder,R McLaren,1,Not out
