ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,DA Warner,AF Milne,S Dhawan,0,Not out
0.2,DA Warner,AF Milne,S Dhawan,1,Not out
0.3,S Dhawan,AF Milne,DA Warner,1,Not out
0.4,DA Warner,AF Milne,S Dhawan,4,Not out
0.5,DA Warner,AF Milne,S Dhawan,1,Not out
0.6,S Dhawan,AF Milne,DA Warner,0,Not out
0.7,S Dhawan,AF Milne,DA Warner,0,Not out
1.1,DA Warner,SR Watson,S Dhawan,2,Not out
1.2,DA Warner,SR Watson,S Dhawan,0,Not out
1.3,DA Warner,SR Watson,S Dhawan,1,Not out
1.4,S Dhawan,SR Watson,DA Warner,4,Not out
1.5,S Dhawan,SR Watson,DA Warner,1,Not out
1.6,DA Warner,SR Watson,S Dhawan,2,Not out
2.1,S Dhawan,AF Milne,DA Warner,0,Not out
2.2,S Dhawan,AF Milne,DA Warner,1,Not out
2.3,DA Warner,AF Milne,S Dhawan,1,Not out
2.4,S Dhawan,AF Milne,DA Warner,1,Not out
2.5,DA Warner,AF Milne,S Dhawan,4,Not out
2.6,DA Warner,AF Milne,S Dhawan,6,Not out
3.1,S Dhawan,Parvez Rasool,DA Warner,0,bowled
3.2,MC Henriques,Parvez Rasool,DA Warner,1,Not out
3.3,DA Warner,Parvez Rasool,MC Henriques,1,Not out
3.4,MC Henriques,Parvez Rasool,DA Warner,0,Not out
3.5,MC Henriques,Parvez Rasool,DA Warner,0,Not out
3.6,MC Henriques,Parvez Rasool,DA Warner,1,Not out
4.1,MC Henriques,HV Patel,DA Warner,0,Not out
4.2,MC Henriques,HV Patel,DA Warner,1,Not out
4.3,DA Warner,HV Patel,MC Henriques,6,Not out
4.4,DA Warner,HV Patel,MC Henriques,0,Not out
4.5,DA Warner,HV Patel,MC Henriques,4,Not out
4.6,DA Warner,HV Patel,MC Henriques,0,Not out
5.1,MC Henriques,Parvez Rasool,DA Warner,0,Not out
5.2,MC Henriques,Parvez Rasool,DA Warner,0,Not out
5.3,MC Henriques,Parvez Rasool,DA Warner,1,Not out
5.4,DA Warner,Parvez Rasool,MC Henriques,6,Not out
5.5,DA Warner,Parvez Rasool,MC Henriques,0,Not out
5.6,DA Warner,Parvez Rasool,MC Henriques,0,Not out
6.1,MC Henriques,HV Patel,DA Warner,0,Not out
6.2,MC Henriques,HV Patel,DA Warner,0,Not out
6.3,MC Henriques,HV Patel,DA Warner,1,Not out
6.4,DA Warner,HV Patel,MC Henriques,1,Not out
6.5,MC Henriques,HV Patel,DA Warner,0,Not out
6.6,MC Henriques,HV Patel,DA Warner,4,Not out
6.7,MC Henriques,HV Patel,DA Warner,1,Not out
7.1,MC Henriques,YS Chahal,DA Warner,1,Not out
7.2,DA Warner,YS Chahal,MC Henriques,4,Not out
7.3,DA Warner,YS Chahal,MC Henriques,6,Not out
7.4,DA Warner,YS Chahal,MC Henriques,2,Not out
7.5,DA Warner,YS Chahal,MC Henriques,0,Not out
7.6,DA Warner,YS Chahal,MC Henriques,6,Not out
8.1,MC Henriques,SR Watson,DA Warner,0,Not out
8.2,MC Henriques,SR Watson,DA Warner,2,Not out
8.3,MC Henriques,SR Watson,DA Warner,1,Not out
8.4,DA Warner,SR Watson,MC Henriques,0,caught
8.5,NV Ojha,SR Watson,MC Henriques,0,Not out
8.6,NV Ojha,SR Watson,MC Henriques,0,Not out
9.1,MC Henriques,YS Chahal,NV Ojha,1,Not out
9.2,NV Ojha,YS Chahal,MC Henriques,0,Not out
9.3,NV Ojha,YS Chahal,MC Henriques,0,Not out
9.4,NV Ojha,YS Chahal,MC Henriques,0,caught
9.5,MC Henriques,YS Chahal,DJ Hooda,0,Not out
9.6,MC Henriques,YS Chahal,DJ Hooda,4,Not out
9.7,MC Henriques,YS Chahal,DJ Hooda,0,Not out
10.1,DJ Hooda,AF Milne,MC Henriques,0,Not out
10.2,DJ Hooda,AF Milne,MC Henriques,1,Not out
10.3,MC Henriques,AF Milne,DJ Hooda,0,caught
10.4,DJ Hooda,AF Milne,EJG Morgan,4,Not out
10.5,DJ Hooda,AF Milne,EJG Morgan,1,Not out
10.6,EJG Morgan,AF Milne,DJ Hooda,1,Not out
11.1,EJG Morgan,YS Chahal,DJ Hooda,0,Not out
11.2,DJ Hooda,YS Chahal,EJG Morgan,0,Not out
11.3,DJ Hooda,YS Chahal,EJG Morgan,0,Not out
11.4,DJ Hooda,YS Chahal,EJG Morgan,0,caught
11.5,A Ashish Reddy,YS Chahal,EJG Morgan,1,Not out
11.6,EJG Morgan,YS Chahal,A Ashish Reddy,4,Not out
11.7,EJG Morgan,YS Chahal,A Ashish Reddy,0,Not out
12.1,A Ashish Reddy,Parvez Rasool,EJG Morgan,0,Not out
12.2,A Ashish Reddy,Parvez Rasool,EJG Morgan,1,Not out
12.3,EJG Morgan,Parvez Rasool,A Ashish Reddy,1,Not out
12.4,A Ashish Reddy,Parvez Rasool,EJG Morgan,4,Not out
12.5,A Ashish Reddy,Parvez Rasool,EJG Morgan,0,Not out
12.6,A Ashish Reddy,Parvez Rasool,EJG Morgan,1,Not out
13.1,A Ashish Reddy,YS Chahal,EJG Morgan,0,Not out
13.2,A Ashish Reddy,YS Chahal,EJG Morgan,0,Not out
13.3,A Ashish Reddy,YS Chahal,EJG Morgan,6,Not out
13.4,A Ashish Reddy,YS Chahal,EJG Morgan,0,Not out
13.5,A Ashish Reddy,YS Chahal,EJG Morgan,6,Not out
13.6,A Ashish Reddy,YS Chahal,EJG Morgan,0,Not out
14.1,EJG Morgan,Parvez Rasool,A Ashish Reddy,1,Not out
14.2,A Ashish Reddy,Parvez Rasool,EJG Morgan,1,Not out
14.3,EJG Morgan,Parvez Rasool,A Ashish Reddy,1,Not out
14.4,A Ashish Reddy,Parvez Rasool,EJG Morgan,4,Not out
14.5,A Ashish Reddy,Parvez Rasool,EJG Morgan,6,Not out
14.6,A Ashish Reddy,Parvez Rasool,EJG Morgan,1,Not out
15.1,A Ashish Reddy,SR Watson,EJG Morgan,1,Not out
15.2,EJG Morgan,SR Watson,A Ashish Reddy,4,Not out
15.3,EJG Morgan,SR Watson,A Ashish Reddy,0,Not out
15.4,EJG Morgan,SR Watson,A Ashish Reddy,2,Not out
15.5,EJG Morgan,SR Watson,A Ashish Reddy,1,Not out
15.6,A Ashish Reddy,SR Watson,EJG Morgan,0,bowled
16.1,EJG Morgan,HV Patel,KV Sharma,1,Not out
16.2,KV Sharma,HV Patel,EJG Morgan,0,Not out
16.3,KV Sharma,HV Patel,EJG Morgan,2,Not out
16.4,KV Sharma,HV Patel,EJG Morgan,2,Not out
16.5,KV Sharma,HV Patel,EJG Morgan,0,Not out
16.6,KV Sharma,HV Patel,EJG Morgan,0,Not out
17.1,EJG Morgan,AF Milne,KV Sharma,1,Not out
17.2,KV Sharma,AF Milne,EJG Morgan,6,Not out
17.3,KV Sharma,AF Milne,EJG Morgan,0,Not out
17.4,KV Sharma,AF Milne,EJG Morgan,0,Not out
17.5,KV Sharma,AF Milne,EJG Morgan,4,Not out
17.6,KV Sharma,AF Milne,EJG Morgan,0,Not out
