ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,RV Uthappa,IK Pathan,AJ Finch,0,Not out
0.2,RV Uthappa,IK Pathan,AJ Finch,0,Not out
0.3,RV Uthappa,IK Pathan,AJ Finch,0,Not out
0.4,RV Uthappa,IK Pathan,AJ Finch,0,Not out
0.5,RV Uthappa,IK Pathan,AJ Finch,0,Not out
0.6,RV Uthappa,IK Pathan,AJ Finch,0,Not out
1.1,AJ Finch,UT Yadav,RV Uthappa,0,Not out
1.2,AJ Finch,UT Yadav,RV Uthappa,4,Not out
1.3,AJ Finch,UT Yadav,RV Uthappa,3,Not out
1.4,RV Uthappa,UT Yadav,AJ Finch,3,Not out
1.5,AJ Finch,UT Yadav,RV Uthappa,0,Not out
1.6,AJ Finch,UT Yadav,RV Uthappa,0,Not out
2.1,RV Uthappa,M Morkel,AJ Finch,0,Not out
2.2,RV Uthappa,M Morkel,AJ Finch,1,Not out
2.3,AJ Finch,M Morkel,RV Uthappa,1,Not out
2.4,RV Uthappa,M Morkel,AJ Finch,2,Not out
2.5,RV Uthappa,M Morkel,AJ Finch,4,Not out
2.6,RV Uthappa,M Morkel,AJ Finch,0,Not out
3.1,AJ Finch,A Nehra,RV Uthappa,0,Not out
3.2,AJ Finch,A Nehra,RV Uthappa,1,Not out
3.3,RV Uthappa,A Nehra,AJ Finch,1,Not out
3.4,AJ Finch,A Nehra,RV Uthappa,1,Not out
3.5,RV Uthappa,A Nehra,AJ Finch,0,Not out
3.6,RV Uthappa,A Nehra,AJ Finch,4,Not out
4.1,AJ Finch,M Morkel,RV Uthappa,1,Not out
4.2,RV Uthappa,M Morkel,AJ Finch,0,Not out
4.3,RV Uthappa,M Morkel,AJ Finch,0,Not out
4.4,RV Uthappa,M Morkel,AJ Finch,4,Not out
4.5,RV Uthappa,M Morkel,AJ Finch,2,Not out
4.6,RV Uthappa,M Morkel,AJ Finch,0,Not out
4.7,RV Uthappa,M Morkel,AJ Finch,4,Not out
5.1,AJ Finch,A Nehra,RV Uthappa,0,Not out
5.2,RV Uthappa,A Nehra,AJ Finch,2,Not out
5.3,RV Uthappa,A Nehra,AJ Finch,0,Not out
5.4,RV Uthappa,A Nehra,AJ Finch,1,Not out
5.5,AJ Finch,A Nehra,RV Uthappa,0,Not out
5.6,RV Uthappa,A Nehra,AJ Finch,1,Not out
6.1,RV Uthappa,IK Pathan,AJ Finch,1,Not out
6.2,AJ Finch,IK Pathan,RV Uthappa,4,Not out
6.3,AJ Finch,IK Pathan,RV Uthappa,4,Not out
6.4,AJ Finch,IK Pathan,RV Uthappa,0,Not out
6.5,AJ Finch,IK Pathan,RV Uthappa,4,Not out
6.6,AJ Finch,IK Pathan,RV Uthappa,2,Not out
7.1,RV Uthappa,S Nadeem,AJ Finch,1,Not out
7.2,AJ Finch,S Nadeem,RV Uthappa,0,Not out
7.3,AJ Finch,S Nadeem,RV Uthappa,4,Not out
7.4,AJ Finch,S Nadeem,RV Uthappa,1,Not out
7.5,RV Uthappa,S Nadeem,AJ Finch,1,Not out
7.6,AJ Finch,S Nadeem,RV Uthappa,0,Not out
8.1,RV Uthappa,UT Yadav,AJ Finch,0,Not out
8.2,RV Uthappa,UT Yadav,AJ Finch,1,Not out
8.3,AJ Finch,UT Yadav,RV Uthappa,0,Not out
8.4,AJ Finch,UT Yadav,RV Uthappa,2,Not out
8.5,AJ Finch,UT Yadav,RV Uthappa,0,Not out
8.6,AJ Finch,UT Yadav,RV Uthappa,1,Not out
8.7,RV Uthappa,UT Yadav,AJ Finch,1,Not out
9.1,RV Uthappa,S Nadeem,AJ Finch,1,Not out
9.2,AJ Finch,S Nadeem,RV Uthappa,0,Not out
9.3,AJ Finch,S Nadeem,RV Uthappa,0,Not out
9.4,AJ Finch,S Nadeem,RV Uthappa,0,Not out
9.5,AJ Finch,S Nadeem,RV Uthappa,1,Not out
9.6,RV Uthappa,S Nadeem,AJ Finch,2,Not out
10.1,AJ Finch,IK Pathan,RV Uthappa,1,Not out
10.2,RV Uthappa,IK Pathan,AJ Finch,0,caught
10.3,AJ Finch,IK Pathan,Yuvraj Singh,0,Not out
10.4,AJ Finch,IK Pathan,Yuvraj Singh,0,Not out
10.5,AJ Finch,IK Pathan,Yuvraj Singh,2,Not out
10.6,AJ Finch,IK Pathan,Yuvraj Singh,0,caught
11.1,Yuvraj Singh,S Nadeem,LJ Wright,1,Not out
