ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,MEK Hussey,B Lee,M Vijay,0,Not out
0.2,MEK Hussey,B Lee,M Vijay,0,Not out
0.3,MEK Hussey,B Lee,M Vijay,2,Not out
0.4,MEK Hussey,B Lee,M Vijay,1,Not out
0.5,M Vijay,B Lee,MEK Hussey,0,Not out
0.6,M Vijay,B Lee,MEK Hussey,0,Not out
1.1,MEK Hussey,Shakib Al Hasan,M Vijay,0,Not out
1.2,MEK Hussey,Shakib Al Hasan,M Vijay,1,Not out
1.3,M Vijay,Shakib Al Hasan,MEK Hussey,1,Not out
1.4,MEK Hussey,Shakib Al Hasan,M Vijay,0,Not out
1.5,MEK Hussey,Shakib Al Hasan,M Vijay,0,Not out
1.6,MEK Hussey,Shakib Al Hasan,M Vijay,1,Not out
2.1,MEK Hussey,B Lee,M Vijay,0,Not out
2.2,MEK Hussey,B Lee,M Vijay,4,Not out
2.3,MEK Hussey,B Lee,M Vijay,1,Not out
2.4,M Vijay,B Lee,MEK Hussey,1,Not out
2.5,MEK Hussey,B Lee,M Vijay,0,Not out
2.6,M Vijay,B Lee,MEK Hussey,4,Not out
3.1,MEK Hussey,Shakib Al Hasan,M Vijay,6,Not out
3.2,MEK Hussey,Shakib Al Hasan,M Vijay,0,Not out
3.3,MEK Hussey,Shakib Al Hasan,M Vijay,4,Not out
3.4,MEK Hussey,Shakib Al Hasan,M Vijay,2,Not out
3.5,MEK Hussey,Shakib Al Hasan,M Vijay,1,Not out
3.6,M Vijay,Shakib Al Hasan,MEK Hussey,1,Not out
4.1,MEK Hussey,SP Narine,M Vijay,0,Not out
4.2,MEK Hussey,SP Narine,M Vijay,1,Not out
4.3,M Vijay,SP Narine,MEK Hussey,0,Not out
4.4,M Vijay,SP Narine,MEK Hussey,2,Not out
4.5,M Vijay,SP Narine,MEK Hussey,0,Not out
4.6,M Vijay,SP Narine,MEK Hussey,1,Not out
5.1,M Vijay,B Lee,MEK Hussey,6,Not out
5.2,M Vijay,B Lee,MEK Hussey,0,Not out
5.3,M Vijay,B Lee,MEK Hussey,0,Not out
5.4,M Vijay,B Lee,MEK Hussey,4,Not out
5.5,M Vijay,B Lee,MEK Hussey,1,Not out
5.6,MEK Hussey,B Lee,M Vijay,6,Not out
5.7,MEK Hussey,B Lee,M Vijay,1,Not out
6.1,MEK Hussey,Iqbal Abdulla,M Vijay,0,Not out
6.2,MEK Hussey,Iqbal Abdulla,M Vijay,1,Not out
6.3,M Vijay,Iqbal Abdulla,MEK Hussey,2,Not out
6.4,M Vijay,Iqbal Abdulla,MEK Hussey,4,Not out
6.5,M Vijay,Iqbal Abdulla,MEK Hussey,2,Not out
6.6,M Vijay,Iqbal Abdulla,MEK Hussey,0,Not out
7.1,MEK Hussey,JH Kallis,M Vijay,0,Not out
7.2,MEK Hussey,JH Kallis,M Vijay,1,Not out
7.3,M Vijay,JH Kallis,MEK Hussey,1,Not out
7.4,MEK Hussey,JH Kallis,M Vijay,0,Not out
7.5,MEK Hussey,JH Kallis,M Vijay,1,Not out
7.6,M Vijay,JH Kallis,MEK Hussey,0,Not out
7.7,M Vijay,JH Kallis,MEK Hussey,0,Not out
7.8,M Vijay,JH Kallis,MEK Hussey,1,Not out
8.1,M Vijay,R Bhatia,MEK Hussey,1,Not out
8.2,MEK Hussey,R Bhatia,M Vijay,1,Not out
8.3,M Vijay,R Bhatia,MEK Hussey,2,Not out
8.4,M Vijay,R Bhatia,MEK Hussey,4,Not out
8.5,M Vijay,R Bhatia,MEK Hussey,1,Not out
8.6,MEK Hussey,R Bhatia,M Vijay,4,Not out
9.1,M Vijay,JH Kallis,MEK Hussey,1,Not out
9.2,MEK Hussey,JH Kallis,M Vijay,0,Not out
9.3,MEK Hussey,JH Kallis,M Vijay,1,Not out
9.4,M Vijay,JH Kallis,MEK Hussey,0,Not out
9.5,M Vijay,JH Kallis,MEK Hussey,2,Not out
9.6,M Vijay,JH Kallis,MEK Hussey,0,Not out
10.1,MEK Hussey,R Bhatia,M Vijay,1,Not out
10.2,M Vijay,R Bhatia,MEK Hussey,0,caught
10.3,MEK Hussey,R Bhatia,SK Raina,1,Not out
10.4,SK Raina,R Bhatia,MEK Hussey,1,Not out
10.5,MEK Hussey,R Bhatia,SK Raina,0,Not out
10.6,MEK Hussey,R Bhatia,SK Raina,2,Not out
11.1,SK Raina,JH Kallis,MEK Hussey,1,Not out
11.2,MEK Hussey,JH Kallis,SK Raina,4,Not out
11.3,MEK Hussey,JH Kallis,SK Raina,1,Not out
11.4,SK Raina,JH Kallis,MEK Hussey,0,Not out
11.5,SK Raina,JH Kallis,MEK Hussey,6,Not out
11.6,SK Raina,JH Kallis,MEK Hussey,1,Not out
12.1,SK Raina,R Bhatia,MEK Hussey,0,Not out
12.2,SK Raina,R Bhatia,MEK Hussey,2,Not out
12.3,SK Raina,R Bhatia,MEK Hussey,0,Not out
12.4,SK Raina,R Bhatia,MEK Hussey,0,Not out
12.5,SK Raina,R Bhatia,MEK Hussey,2,Not out
