,0,1,2,3,4,5,6,wickets
M Klinger,13,4,1,0,3,0,0,1
BB McCullum,73,55,9,1,28,0,5,6
PA Patel,58,49,5,1,22,0,2,7
DPMD Jayawardene,138,131,13,1,47,1,6,13
BJ Hodge,23,27,5,0,8,0,6,2
G Gambhir,169,207,41,3,76,0,11,19
V Sehwag,225,170,34,1,116,0,38,28
S Dhawan,136,121,15,2,45,0,9,12
TM Dilshan,34,21,3,0,11,0,1,7
MF Maharoof,19,13,3,0,6,0,4,4
Shoaib Malik,2,5,0,0,1,0,0,2
SV Samson,123,103,19,0,26,0,14,14
KK Nair,111,103,20,1,52,0,6,13
RR Pant,59,69,9,0,24,0,18,10
SS Iyer,129,110,15,1,28,0,18,14
CJ Anderson,35,30,4,0,7,0,8,3
AM Rahane,67,106,12,0,23,0,5,6
SPD Smith,24,18,3,0,10,0,3,2
RA Tripathi,2,3,0,0,1,0,0,1
MK Tiwary,62,85,7,1,21,1,6,5
BA Stokes,13,7,1,0,3,0,2,1
MS Dhoni,35,44,12,0,10,0,4,5
DT Christian,12,20,3,0,1,0,0,3
Washington Sundar,0,1,2,0,0,0,0,0
DA Warner,218,195,26,1,71,0,20,22
PD Collingwood,56,62,10,1,9,0,13,2
KM Jadhav,62,96,7,0,18,0,9,10
KD Karthik,154,165,25,1,53,0,23,21
AB McDonald,2,4,1,0,2,0,0,0
CH Gayle,74,64,2,0,23,0,23,4
SC Ganguly,31,14,1,0,6,0,1,2
Mandeep Singh,17,5,0,0,10,0,0,2
DJ Hussey,43,40,2,1,8,0,5,5
AD Mathews,24,29,6,0,11,0,3,6
WP Saha,21,25,1,1,4,0,0,4
AB Agarkar,7,17,4,0,1,0,0,2
M Kartik,1,1,0,0,0,0,0,1
CK Langeveldt,1,0,0,0,0,0,0,1
AB de Villiers,10,16,1,0,5,0,2,3
M Manhas,23,38,6,0,8,0,0,3
A Mishra,34,39,7,0,3,0,2,5
PJ Sangwan,6,5,0,0,0,0,0,0
S Ladda,9,0,0,0,0,0,0,1
DP Nannes,8,3,0,0,0,0,0,1
S Sohal,11,18,3,0,8,0,1,1
KC Sangakkara,47,38,0,1,16,0,1,4
CL White,31,31,1,1,7,0,1,3
B Chipli,7,7,1,1,3,0,1,0
LMP Simmons,26,19,3,0,8,0,4,2
UBT Chand,37,28,5,0,10,0,3,5
RG Sharma,65,92,11,1,22,0,11,9
KA Pollard,38,41,10,0,10,0,10,6
AT Rayudu,47,64,6,0,16,0,7,6
HH Pandya,9,6,0,1,1,0,3,1
