,0,1,2,3,4,5,6,wickets
MK Pandey,23,26,6,0,3,0,0,2
SC Ganguly,20,15,2,0,5,0,1,1
MJ Clarke,12,11,1,0,7,0,0,1
SPD Smith,4,13,5,0,3,0,2,0
RV Uthappa,37,30,10,0,18,0,5,3
M Manhas,6,7,0,0,1,0,2,2
MN Samuels,0,1,0,0,0,0,0,0
DA Warner,10,13,2,0,4,0,4,0
V Sehwag,40,23,3,0,16,0,2,3
AB de Villiers,10,10,3,1,2,0,0,2
KD Karthik,4,16,1,0,4,0,2,1
MC Henriques,1,1,1,0,2,0,0,1
Y Nagar,6,1,0,0,0,0,0,1
A Mishra,1,1,0,0,0,0,0,1
UT Yadav,1,3,0,0,0,0,0,0
S Ladda,1,0,0,0,0,0,0,1
DP Nannes,1,1,0,0,0,0,0,0
RS Bopara,14,11,2,1,5,0,0,2
MS Bisla,17,2,0,0,2,0,0,1
KC Sangakkara,25,26,6,0,11,0,2,3
Yuvraj Singh,5,0,0,0,1,0,0,1
DPMD Jayawardene,4,2,0,0,3,0,0,1
AB Barath,6,3,0,0,1,0,0,1
IK Pathan,7,12,3,0,3,0,5,1
PP Chawla,7,5,0,0,1,0,0,1
Bipul Sharma,1,4,0,0,1,0,0,0
S Sreesanth,2,0,0,0,3,0,0,0
PA Patel,6,9,3,0,2,0,0,2
CL White,13,24,8,0,5,0,4,2
S Dhawan,29,31,1,0,6,0,1,2
JP Duminy,4,10,3,0,1,0,0,0
BB Samantray,0,2,0,0,0,0,0,0
MD Mishra,3,1,0,0,0,0,0,1
AC Gilchrist,11,3,2,0,8,0,3,2
HH Gibbs,18,24,1,0,4,0,2,2
A Symonds,19,30,2,0,6,0,5,2
RG Sharma,33,27,6,0,7,0,5,3
TL Suman,12,21,1,0,5,0,2,0
Y Venugopal Rao,1,1,0,0,0,0,0,1
WPUJC Vaas,3,5,2,0,1,0,1,1
G Gambhir,37,37,11,0,12,0,0,2
DR Smith,4,0,0,0,1,0,0,1
BB McCullum,13,17,5,0,4,0,0,1
SK Raina,10,9,4,0,3,0,1,1
RA Jadeja,1,3,1,0,3,0,0,1
F du Plessis,3,10,4,0,7,0,1,2
MS Dhoni,6,9,4,0,0,0,1,1
R Ashwin,0,1,1,0,2,0,0,0
JH Kallis,9,11,2,0,2,0,0,1
YK Pathan,8,6,1,0,3,0,1,1
MK Tiwary,9,16,3,0,2,0,0,0
DB Das,3,3,1,0,1,0,0,0
Mandeep Singh,8,3,0,0,0,0,0,2
GJ Maxwell,14,22,3,0,7,0,8,2
DA Miller,17,20,2,0,6,0,2,2
GJ Bailey,4,8,4,0,6,0,2,0
MG Johnson,8,5,1,0,3,0,1,1
WP Saha,3,3,0,0,3,0,0,1
R Dhawan,2,4,0,0,0,0,0,1
AR Patel,0,1,0,0,0,0,0,1
LMP Simmons,9,4,0,0,2,0,0,1
CM Gautam,7,1,0,1,1,0,0,1
AT Rayudu,12,9,3,0,3,0,1,1
CJ Anderson,5,3,1,1,1,0,1,1
KA Pollard,2,8,1,0,0,0,0,0
AP Tare,1,2,0,0,0,0,0,0
VVS Laxman,1,4,1,0,1,0,0,1
Anirudh Singh,1,0,0,0,0,0,0,1
Jaskaran Singh,1,1,1,0,0,0,0,1
RP Singh,0,1,0,1,0,0,0,0
Shakib Al Hasan,3,3,1,0,1,0,0,1
IR Jaggi,4,3,0,0,0,0,0,1
Ankit Sharma,1,1,0,0,0,0,0,1
DW Steyn,1,1,0,0,0,0,1,1
