,0,1,2,3,4,5,6,wickets
TL Suman,13,10,6,0,4,0,3,2
AC Gilchrist,19,4,1,0,3,0,2,2
RG Sharma,14,14,0,0,1,0,0,2
A Symonds,16,19,11,1,4,0,5,1
DR Smith,9,15,4,0,0,0,4,1
WPUJC Vaas,3,8,3,0,0,0,1,1
Y Venugopal Rao,11,14,3,0,3,0,2,2
DB Ravi Teja,0,1,1,0,1,0,0,0
S Sohal,7,4,2,0,4,0,1,1
SM Katich,5,5,0,0,1,0,0,1
KC Sangakkara,6,7,4,0,1,0,1,1
Yuvraj Singh,4,6,1,0,1,0,1,1
DPMD Jayawardene,6,17,2,0,1,0,3,2
IK Pathan,5,6,0,0,1,0,0,1
WA Mota,1,3,0,0,0,0,0,0
B Lee,2,6,1,0,0,0,1,0
PP Chawla,1,4,0,0,1,0,0,0
GC Smith,14,17,3,0,2,0,0,2
SA Asnodkar,37,14,4,0,9,0,2,2
LA Carseldine,11,6,0,1,2,0,0,1
NV Ojha,7,6,1,0,2,0,0,2
YK Pathan,11,5,1,0,0,0,1,2
RA Jadeja,10,22,3,0,3,0,1,1
AS Raut,4,2,0,0,0,0,1,3
M Morkel,5,2,1,0,1,0,0,1
SK Warne,3,5,1,0,2,0,1,1
SK Trivedi,4,1,0,0,0,0,0,1
MM Patel,2,5,0,0,0,0,0,1
SM Harwood,2,4,1,0,0,0,0,0
HH Gibbs,5,5,2,0,1,0,0,1
M Vijay,8,4,0,0,0,0,1,1
ML Hayden,21,15,4,1,4,0,1,1
SK Raina,8,1,1,0,1,0,1,1
S Badrinath,20,9,4,0,9,0,1,0
JDP Oram,1,1,0,0,0,0,0,0
