,0,1,2,3,4,5,6,wickets
JH Kallis,16,19,5,0,2,0,1,1
G Gambhir,1,0,0,0,0,0,0,1
MK Pandey,1,1,0,0,1,0,0,1
CA Lynn,11,15,0,0,3,0,3,1
YK Pathan,2,0,0,0,0,0,0,1
RV Uthappa,4,10,3,0,0,0,1,1
SA Yadav,7,6,4,0,1,0,1,0
R Vinay Kumar,3,2,1,0,0,0,0,1
PA Patel,23,14,3,0,8,0,1,2
YV Takawale,15,4,2,0,8,0,0,1
V Kohli,19,29,3,1,6,0,3,1
Yuvraj Singh,31,19,4,0,5,0,6,1
AB de Villiers,4,7,0,0,1,0,0,1
JA Morkel,0,4,1,0,0,0,0,0
CA Pujara,29,28,4,1,9,0,0,1
V Sehwag,19,6,0,0,2,0,3,2
GJ Maxwell,27,30,6,0,13,0,15,2
DA Miller,10,7,6,0,0,0,7,1
GJ Bailey,2,4,1,0,1,0,0,1
MG Johnson,5,0,2,0,0,0,0,1
WP Saha,1,2,0,0,0,0,0,1
AJ Finch,27,23,3,0,7,0,1,2
S Dhawan,8,4,0,0,1,0,0,2
DA Warner,10,2,1,0,1,0,0,2
KL Rahul,20,30,1,0,2,0,2,2
Y Venugopal Rao,8,14,1,0,2,0,0,2
IK Pathan,5,5,0,0,0,0,0,1
DJG Sammy,9,11,2,1,2,0,2,1
KV Sharma,4,7,1,0,0,0,3,1
DW Steyn,6,8,2,0,0,0,0,1
A Mishra,1,4,0,0,0,0,0,0
B Kumar,2,1,0,0,0,0,0,1
AM Nayar,12,3,3,0,2,0,1,2
AM Rahane,3,2,0,1,2,0,0,0
SV Samson,12,14,1,0,3,0,4,1
SR Watson,14,5,2,1,5,0,3,1
STR Binny,2,4,1,0,0,0,1,1
SPD Smith,4,5,1,0,5,0,0,0
JP Faulkner,4,2,0,0,0,0,1,0
NJ Maddinson,5,0,0,0,1,0,0,1
DR Smith,20,14,3,0,4,0,5,1
BB McCullum,13,14,1,0,3,0,2,1
SK Raina,5,2,1,0,1,0,1,1
MS Dhoni,4,9,0,0,1,0,0,0
F du Plessis,1,0,0,0,0,0,0,1
RA Jadeja,3,6,0,0,0,0,0,1
M Manhas,2,1,1,0,0,0,0,0
MA Agarwal,6,4,1,0,0,0,0,1
M Vijay,26,20,3,0,5,0,2,2
KD Karthik,3,0,1,0,0,0,0,2
MK Tiwary,2,1,0,0,0,0,0,1
JP Duminy,24,34,9,0,4,0,3,1
LRPL Taylor,12,21,3,0,4,0,0,0
RG Sharma,1,4,0,0,0,0,0,1
AP Tare,7,4,0,0,1,0,0,1
CJ Anderson,7,5,0,0,2,0,0,1
AT Rayudu,11,8,1,0,1,0,0,1
MEK Hussey,9,10,0,0,0,0,0,1
KA Pollard,13,13,0,0,2,0,2,1
CM Gautam,8,5,1,1,3,0,0,0
Harbhajan Singh,3,0,0,0,1,0,1,1
Q de Kock,16,5,0,1,2,0,0,1
KP Pietersen,5,8,2,0,2,0,1,0
KM Jadhav,3,4,1,0,2,0,0,0
