ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,RV Uthappa,A Chandila,AJ Finch,1,Not out
0.2,AJ Finch,A Chandila,RV Uthappa,1,Not out
0.3,RV Uthappa,A Chandila,AJ Finch,1,Not out
0.4,AJ Finch,A Chandila,RV Uthappa,1,Not out
0.5,RV Uthappa,A Chandila,AJ Finch,1,Not out
0.6,AJ Finch,A Chandila,RV Uthappa,4,Not out
1.1,RV Uthappa,JP Faulkner,AJ Finch,0,Not out
1.2,RV Uthappa,JP Faulkner,AJ Finch,0,Not out
1.3,RV Uthappa,JP Faulkner,AJ Finch,1,Not out
1.4,AJ Finch,JP Faulkner,RV Uthappa,4,Not out
1.5,AJ Finch,JP Faulkner,RV Uthappa,1,Not out
1.6,RV Uthappa,JP Faulkner,AJ Finch,0,Not out
1.7,RV Uthappa,JP Faulkner,AJ Finch,0,Not out
2.1,AJ Finch,A Chandila,RV Uthappa,1,Not out
2.2,RV Uthappa,A Chandila,AJ Finch,4,Not out
2.3,RV Uthappa,A Chandila,AJ Finch,4,Not out
2.4,RV Uthappa,A Chandila,AJ Finch,0,Not out
2.5,RV Uthappa,A Chandila,AJ Finch,1,Not out
2.6,AJ Finch,A Chandila,RV Uthappa,4,Not out
3.1,RV Uthappa,SR Watson,AJ Finch,0,Not out
3.2,RV Uthappa,SR Watson,AJ Finch,0,Not out
3.3,RV Uthappa,SR Watson,AJ Finch,0,Not out
3.4,RV Uthappa,SR Watson,AJ Finch,4,Not out
3.5,RV Uthappa,SR Watson,AJ Finch,4,Not out
3.6,RV Uthappa,SR Watson,AJ Finch,0,Not out
3.7,RV Uthappa,SR Watson,AJ Finch,4,Not out
4.1,AJ Finch,JP Faulkner,RV Uthappa,2,Not out
4.2,AJ Finch,JP Faulkner,RV Uthappa,0,Not out
4.3,AJ Finch,JP Faulkner,RV Uthappa,4,Not out
4.4,AJ Finch,JP Faulkner,RV Uthappa,0,Not out
4.5,AJ Finch,JP Faulkner,RV Uthappa,0,Not out
4.6,AJ Finch,JP Faulkner,RV Uthappa,1,Not out
