ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,RV Uthappa,Sandeep Sharma,G Gambhir,0,Not out
0.2,RV Uthappa,Sandeep Sharma,G Gambhir,0,Not out
0.3,RV Uthappa,Sandeep Sharma,G Gambhir,1,Not out
0.4,G Gambhir,Sandeep Sharma,RV Uthappa,1,Not out
0.5,RV Uthappa,Sandeep Sharma,G Gambhir,0,Not out
0.6,RV Uthappa,Sandeep Sharma,G Gambhir,0,Not out
1.1,G Gambhir,MG Johnson,RV Uthappa,1,Not out
1.2,RV Uthappa,MG Johnson,G Gambhir,0,Not out
1.3,RV Uthappa,MG Johnson,G Gambhir,1,Not out
1.4,G Gambhir,MG Johnson,RV Uthappa,0,Not out
1.5,G Gambhir,MG Johnson,RV Uthappa,0,Not out
1.6,G Gambhir,MG Johnson,RV Uthappa,4,Not out
2.1,RV Uthappa,Sandeep Sharma,G Gambhir,4,Not out
2.2,RV Uthappa,Sandeep Sharma,G Gambhir,0,Not out
2.3,RV Uthappa,Sandeep Sharma,G Gambhir,4,Not out
2.4,RV Uthappa,Sandeep Sharma,G Gambhir,0,Not out
2.5,RV Uthappa,Sandeep Sharma,G Gambhir,4,Not out
2.6,RV Uthappa,Sandeep Sharma,G Gambhir,0,Not out
3.1,G Gambhir,MG Johnson,RV Uthappa,1,Not out
3.2,RV Uthappa,MG Johnson,G Gambhir,6,Not out
3.3,RV Uthappa,MG Johnson,G Gambhir,0,Not out
3.4,RV Uthappa,MG Johnson,G Gambhir,4,Not out
3.5,RV Uthappa,MG Johnson,G Gambhir,4,Not out
3.6,RV Uthappa,MG Johnson,G Gambhir,4,Not out
4.1,G Gambhir,Sandeep Sharma,RV Uthappa,0,Not out
4.2,G Gambhir,Sandeep Sharma,RV Uthappa,0,Not out
4.3,G Gambhir,Sandeep Sharma,RV Uthappa,4,Not out
4.4,G Gambhir,Sandeep Sharma,RV Uthappa,0,Not out
4.5,G Gambhir,Sandeep Sharma,RV Uthappa,0,Not out
4.6,G Gambhir,Sandeep Sharma,RV Uthappa,2,Not out
4.7,G Gambhir,Sandeep Sharma,RV Uthappa,0,Not out
5.1,RV Uthappa,AR Patel,G Gambhir,0,Not out
5.2,RV Uthappa,AR Patel,G Gambhir,0,Not out
5.3,RV Uthappa,AR Patel,G Gambhir,0,Not out
5.4,RV Uthappa,AR Patel,G Gambhir,2,Not out
5.5,RV Uthappa,AR Patel,G Gambhir,4,Not out
5.6,RV Uthappa,AR Patel,G Gambhir,1,Not out
6.1,RV Uthappa,P Awana,G Gambhir,2,Not out
6.2,RV Uthappa,P Awana,G Gambhir,0,Not out
6.3,RV Uthappa,P Awana,G Gambhir,4,Not out
6.4,RV Uthappa,P Awana,G Gambhir,1,Not out
6.5,G Gambhir,P Awana,RV Uthappa,4,Not out
6.6,G Gambhir,P Awana,RV Uthappa,1,Not out
6.7,RV Uthappa,P Awana,G Gambhir,0,caught
7.1,MK Pandey,R Dhawan,G Gambhir,0,Not out
7.2,MK Pandey,R Dhawan,G Gambhir,1,Not out
7.3,G Gambhir,R Dhawan,MK Pandey,1,Not out
7.4,MK Pandey,R Dhawan,G Gambhir,1,Not out
7.5,G Gambhir,R Dhawan,MK Pandey,1,Not out
7.6,MK Pandey,R Dhawan,G Gambhir,0,Not out
