ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,AM Rahane,A Nehra,SR Watson,0,Not out
0.2,AM Rahane,A Nehra,SR Watson,0,Not out
0.3,AM Rahane,A Nehra,SR Watson,0,Not out
0.4,AM Rahane,A Nehra,SR Watson,0,Not out
0.5,AM Rahane,A Nehra,SR Watson,4,Not out
0.6,AM Rahane,A Nehra,SR Watson,0,Not out
1.1,SR Watson,MM Sharma,AM Rahane,0,Not out
1.2,SR Watson,MM Sharma,AM Rahane,0,Not out
1.3,SR Watson,MM Sharma,AM Rahane,0,Not out
1.4,SR Watson,MM Sharma,AM Rahane,0,Not out
1.5,SR Watson,MM Sharma,AM Rahane,0,Not out
1.6,SR Watson,MM Sharma,AM Rahane,2,Not out
2.1,AM Rahane,A Nehra,SR Watson,0,Not out
2.2,AM Rahane,A Nehra,SR Watson,4,Not out
2.3,AM Rahane,A Nehra,SR Watson,1,Not out
2.4,SR Watson,A Nehra,AM Rahane,0,Not out
2.5,SR Watson,A Nehra,AM Rahane,0,Not out
2.6,SR Watson,A Nehra,AM Rahane,1,Not out
3.1,SR Watson,MM Sharma,AM Rahane,1,Not out
3.2,AM Rahane,MM Sharma,SR Watson,4,Not out
3.3,AM Rahane,MM Sharma,SR Watson,1,Not out
3.4,SR Watson,MM Sharma,AM Rahane,1,Not out
3.5,AM Rahane,MM Sharma,SR Watson,0,Not out
3.6,AM Rahane,MM Sharma,SR Watson,2,Not out
4.1,SR Watson,A Nehra,AM Rahane,0,Not out
4.2,SR Watson,A Nehra,AM Rahane,1,Not out
4.3,AM Rahane,A Nehra,SR Watson,4,Not out
4.4,AM Rahane,A Nehra,SR Watson,1,Not out
4.5,SR Watson,A Nehra,AM Rahane,4,Not out
4.6,SR Watson,A Nehra,AM Rahane,1,Not out
5.1,SR Watson,MM Sharma,AM Rahane,3,Not out
5.2,AM Rahane,MM Sharma,SR Watson,2,Not out
5.3,AM Rahane,MM Sharma,SR Watson,0,caught
5.4,SR Watson,MM Sharma,SPD Smith,2,Not out
5.5,SR Watson,MM Sharma,SPD Smith,1,Not out
5.6,SPD Smith,MM Sharma,SR Watson,0,Not out
6.1,SR Watson,P Negi,SPD Smith,1,Not out
6.2,SPD Smith,P Negi,SR Watson,2,Not out
6.3,SPD Smith,P Negi,SR Watson,1,Not out
6.4,SR Watson,P Negi,SPD Smith,1,Not out
6.5,SPD Smith,P Negi,SR Watson,1,Not out
6.6,SR Watson,P Negi,SPD Smith,1,Not out
7.1,SR Watson,RA Jadeja,SPD Smith,0,Not out
7.2,SR Watson,RA Jadeja,SPD Smith,1,Not out
7.3,SPD Smith,RA Jadeja,SR Watson,0,Not out
7.4,SPD Smith,RA Jadeja,SR Watson,0,bowled
7.5,KK Nair,RA Jadeja,SR Watson,0,Not out
7.6,KK Nair,RA Jadeja,SR Watson,1,Not out
8.1,KK Nair,P Negi,SR Watson,0,Not out
8.2,KK Nair,P Negi,SR Watson,4,Not out
8.3,KK Nair,P Negi,SR Watson,1,Not out
8.4,SR Watson,P Negi,KK Nair,0,Not out
8.5,SR Watson,P Negi,KK Nair,4,Not out
8.6,SR Watson,P Negi,KK Nair,1,Not out
9.1,SR Watson,RA Jadeja,KK Nair,1,Not out
9.2,KK Nair,RA Jadeja,SR Watson,1,Not out
9.3,SR Watson,RA Jadeja,KK Nair,0,Not out
9.4,SR Watson,RA Jadeja,KK Nair,1,Not out
9.5,KK Nair,RA Jadeja,SR Watson,1,Not out
9.6,SR Watson,RA Jadeja,KK Nair,0,caught
10.1,DJ Hooda,P Negi,KK Nair,2,Not out
10.2,DJ Hooda,P Negi,KK Nair,1,Not out
10.3,KK Nair,P Negi,DJ Hooda,0,Not out
10.4,KK Nair,P Negi,DJ Hooda,1,Not out
10.5,DJ Hooda,P Negi,KK Nair,0,Not out
10.6,DJ Hooda,P Negi,KK Nair,4,Not out
11.1,KK Nair,RA Jadeja,DJ Hooda,1,Not out
11.2,DJ Hooda,RA Jadeja,KK Nair,0,Not out
11.3,KK Nair,RA Jadeja,DJ Hooda,0,Not out
11.4,DJ Hooda,RA Jadeja,KK Nair,1,Not out
11.5,KK Nair,RA Jadeja,DJ Hooda,0,caught
11.6,SV Samson,RA Jadeja,DJ Hooda,0,Not out
12.1,DJ Hooda,P Negi,SV Samson,2,Not out
12.2,DJ Hooda,P Negi,SV Samson,1,Not out
12.3,SV Samson,P Negi,DJ Hooda,0,Not out
12.4,SV Samson,P Negi,DJ Hooda,4,Not out
12.5,SV Samson,P Negi,DJ Hooda,0,Not out
12.6,SV Samson,P Negi,DJ Hooda,1,Not out
12.7,DJ Hooda,P Negi,SV Samson,1,Not out
13.1,DJ Hooda,DJ Bravo,SV Samson,1,Not out
13.2,SV Samson,DJ Bravo,DJ Hooda,1,Not out
13.3,DJ Hooda,DJ Bravo,SV Samson,1,Not out
13.4,SV Samson,DJ Bravo,DJ Hooda,1,Not out
13.5,DJ Hooda,DJ Bravo,SV Samson,0,Not out
13.6,DJ Hooda,DJ Bravo,SV Samson,1,Not out
14.1,DJ Hooda,RA Jadeja,SV Samson,0,caught
14.2,SV Samson,RA Jadeja,JP Faulkner,1,Not out
14.3,JP Faulkner,RA Jadeja,SV Samson,0,Not out
14.4,JP Faulkner,RA Jadeja,SV Samson,1,Not out
14.5,SV Samson,RA Jadeja,JP Faulkner,0,Not out
14.6,SV Samson,RA Jadeja,JP Faulkner,1,Not out
15.1,SV Samson,DJ Bravo,JP Faulkner,1,Not out
15.2,JP Faulkner,DJ Bravo,SV Samson,1,Not out
15.3,SV Samson,DJ Bravo,JP Faulkner,6,Not out
15.4,SV Samson,DJ Bravo,JP Faulkner,1,Not out
15.5,JP Faulkner,DJ Bravo,SV Samson,4,Not out
15.6,JP Faulkner,DJ Bravo,SV Samson,1,Not out
16.1,JP Faulkner,A Nehra,SV Samson,0,Not out
16.2,JP Faulkner,A Nehra,SV Samson,4,Not out
16.3,JP Faulkner,A Nehra,SV Samson,1,Not out
16.4,SV Samson,A Nehra,JP Faulkner,1,Not out
16.5,JP Faulkner,A Nehra,SV Samson,1,Not out
16.6,SV Samson,A Nehra,JP Faulkner,1,Not out
17.1,SV Samson,DJ Bravo,JP Faulkner,1,Not out
17.2,JP Faulkner,DJ Bravo,SV Samson,1,Not out
17.3,SV Samson,DJ Bravo,JP Faulkner,6,Not out
17.4,SV Samson,DJ Bravo,JP Faulkner,0,caught
17.5,JP Faulkner,DJ Bravo,CH Morris,1,Not out
17.6,CH Morris,DJ Bravo,JP Faulkner,1,Not out
