ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,JD Ryder,RP Singh,GC Smith,0,Not out
0.2,JD Ryder,RP Singh,GC Smith,2,Not out
0.3,JD Ryder,RP Singh,GC Smith,4,Not out
0.4,JD Ryder,RP Singh,GC Smith,0,Not out
0.5,JD Ryder,RP Singh,GC Smith,4,Not out
0.6,JD Ryder,RP Singh,GC Smith,0,Not out
1.1,GC Smith,S Sreesanth,JD Ryder,0,Not out
1.2,GC Smith,S Sreesanth,JD Ryder,2,Not out
1.3,GC Smith,S Sreesanth,JD Ryder,0,Not out
1.4,GC Smith,S Sreesanth,JD Ryder,4,Not out
1.5,GC Smith,S Sreesanth,JD Ryder,0,Not out
1.6,GC Smith,S Sreesanth,JD Ryder,0,Not out
1.7,GC Smith,S Sreesanth,JD Ryder,0,Not out
1.8,GC Smith,S Sreesanth,JD Ryder,0,Not out
1.9,GC Smith,S Sreesanth,JD Ryder,1,Not out
2.1,GC Smith,M Muralitharan,JD Ryder,0,Not out
2.2,GC Smith,M Muralitharan,JD Ryder,1,Not out
2.3,JD Ryder,M Muralitharan,GC Smith,1,Not out
2.4,GC Smith,M Muralitharan,JD Ryder,0,Not out
2.5,GC Smith,M Muralitharan,JD Ryder,1,Not out
2.6,JD Ryder,M Muralitharan,GC Smith,4,Not out
3.1,GC Smith,R Vinay Kumar,JD Ryder,0,Not out
3.2,GC Smith,R Vinay Kumar,JD Ryder,1,Not out
3.3,JD Ryder,R Vinay Kumar,GC Smith,2,Not out
3.4,JD Ryder,R Vinay Kumar,GC Smith,0,Not out
3.5,JD Ryder,R Vinay Kumar,GC Smith,0,caught and bowled
3.6,M Manhas,R Vinay Kumar,GC Smith,0,Not out
3.7,M Manhas,R Vinay Kumar,GC Smith,0,Not out
4.1,GC Smith,RP Singh,M Manhas,0,Not out
4.2,GC Smith,RP Singh,M Manhas,2,Not out
4.3,GC Smith,RP Singh,M Manhas,0,Not out
4.4,GC Smith,RP Singh,M Manhas,0,Not out
4.5,GC Smith,RP Singh,M Manhas,0,Not out
4.6,GC Smith,RP Singh,M Manhas,4,Not out
5.1,M Manhas,R Vinay Kumar,GC Smith,0,Not out
5.2,M Manhas,R Vinay Kumar,GC Smith,1,Not out
5.3,GC Smith,R Vinay Kumar,M Manhas,0,Not out
5.4,GC Smith,R Vinay Kumar,M Manhas,1,Not out
5.5,M Manhas,R Vinay Kumar,GC Smith,0,Not out
5.6,GC Smith,R Vinay Kumar,M Manhas,4,Not out
6.1,M Manhas,S Sreesanth,GC Smith,0,Not out
6.2,M Manhas,S Sreesanth,GC Smith,4,Not out
6.3,M Manhas,S Sreesanth,GC Smith,0,Not out
6.4,M Manhas,S Sreesanth,GC Smith,1,Not out
6.5,GC Smith,S Sreesanth,M Manhas,1,Not out
6.6,M Manhas,S Sreesanth,GC Smith,1,Not out
7.1,M Manhas,RA Jadeja,GC Smith,0,Not out
7.2,M Manhas,RA Jadeja,GC Smith,1,Not out
7.3,GC Smith,RA Jadeja,M Manhas,2,Not out
7.4,GC Smith,RA Jadeja,M Manhas,0,caught
7.5,M Manhas,RA Jadeja,Yuvraj Singh,1,Not out
7.6,Yuvraj Singh,RA Jadeja,M Manhas,0,Not out
8.1,M Manhas,S Sreesanth,Yuvraj Singh,1,Not out
8.2,Yuvraj Singh,S Sreesanth,M Manhas,0,Not out
8.3,Yuvraj Singh,S Sreesanth,M Manhas,0,Not out
8.4,Yuvraj Singh,S Sreesanth,M Manhas,0,Not out
8.5,Yuvraj Singh,S Sreesanth,M Manhas,1,Not out
8.6,M Manhas,S Sreesanth,Yuvraj Singh,1,Not out
8.7,Yuvraj Singh,S Sreesanth,M Manhas,0,Not out
9.1,M Manhas,BJ Hodge,Yuvraj Singh,0,Not out
9.2,M Manhas,BJ Hodge,Yuvraj Singh,1,Not out
9.3,Yuvraj Singh,BJ Hodge,M Manhas,1,Not out
9.4,M Manhas,BJ Hodge,Yuvraj Singh,0,Not out
9.5,M Manhas,BJ Hodge,Yuvraj Singh,0,caught
9.6,Yuvraj Singh,BJ Hodge,RV Uthappa,0,Not out
10.1,RV Uthappa,M Muralitharan,Yuvraj Singh,4,Not out
10.2,RV Uthappa,M Muralitharan,Yuvraj Singh,1,Not out
10.3,Yuvraj Singh,M Muralitharan,RV Uthappa,1,Not out
10.4,RV Uthappa,M Muralitharan,Yuvraj Singh,1,Not out
10.5,Yuvraj Singh,M Muralitharan,RV Uthappa,2,Not out
10.6,Yuvraj Singh,M Muralitharan,RV Uthappa,1,Not out
11.1,Yuvraj Singh,BJ Hodge,RV Uthappa,2,Not out
11.2,Yuvraj Singh,BJ Hodge,RV Uthappa,0,caught
11.3,MD Mishra,BJ Hodge,RV Uthappa,1,Not out
11.4,RV Uthappa,BJ Hodge,MD Mishra,0,Not out
11.5,RV Uthappa,BJ Hodge,MD Mishra,4,Not out
11.6,RV Uthappa,BJ Hodge,MD Mishra,0,Not out
11.7,RV Uthappa,BJ Hodge,MD Mishra,4,Not out
12.1,MD Mishra,RA Jadeja,RV Uthappa,1,Not out
12.2,RV Uthappa,RA Jadeja,MD Mishra,1,Not out
12.3,MD Mishra,RA Jadeja,RV Uthappa,0,Not out
12.4,MD Mishra,RA Jadeja,RV Uthappa,4,Not out
12.5,MD Mishra,RA Jadeja,RV Uthappa,2,Not out
12.6,MD Mishra,RA Jadeja,RV Uthappa,1,Not out
13.1,MD Mishra,RP Singh,RV Uthappa,1,Not out
13.2,RV Uthappa,RP Singh,MD Mishra,6,Not out
13.3,RV Uthappa,RP Singh,MD Mishra,2,Not out
13.4,RV Uthappa,RP Singh,MD Mishra,1,Not out
13.5,MD Mishra,RP Singh,RV Uthappa,2,Not out
13.6,MD Mishra,RP Singh,RV Uthappa,2,Not out
14.1,RV Uthappa,M Muralitharan,MD Mishra,6,Not out
14.2,RV Uthappa,M Muralitharan,MD Mishra,1,Not out
14.3,MD Mishra,M Muralitharan,RV Uthappa,1,Not out
14.4,RV Uthappa,M Muralitharan,MD Mishra,0,Not out
14.5,RV Uthappa,M Muralitharan,MD Mishra,0,bowled
14.6,WD Parnell,M Muralitharan,MD Mishra,0,Not out
14.7,WD Parnell,M Muralitharan,MD Mishra,0,Not out
15.1,MD Mishra,RA Jadeja,WD Parnell,1,Not out
15.2,WD Parnell,RA Jadeja,MD Mishra,0,Not out
15.3,WD Parnell,RA Jadeja,MD Mishra,0,Not out
15.4,WD Parnell,RA Jadeja,MD Mishra,0,Not out
15.5,WD Parnell,RA Jadeja,MD Mishra,1,run out
15.6,MD Mishra,RA Jadeja,R Sharma,1,Not out
15.7,R Sharma,RA Jadeja,MD Mishra,0,Not out
16.1,MD Mishra,R Vinay Kumar,R Sharma,1,Not out
16.2,R Sharma,R Vinay Kumar,MD Mishra,0,Not out
16.3,R Sharma,R Vinay Kumar,MD Mishra,0,Not out
16.4,R Sharma,R Vinay Kumar,MD Mishra,0,Not out
16.5,R Sharma,R Vinay Kumar,MD Mishra,0,Not out
16.6,R Sharma,R Vinay Kumar,MD Mishra,1,Not out
16.7,MD Mishra,R Vinay Kumar,R Sharma,1,Not out
16.8,R Sharma,R Vinay Kumar,MD Mishra,0,Not out
17.1,MD Mishra,RA Jadeja,R Sharma,1,Not out
17.2,R Sharma,RA Jadeja,MD Mishra,2,Not out
17.3,R Sharma,RA Jadeja,MD Mishra,1,Not out
17.4,MD Mishra,RA Jadeja,R Sharma,1,Not out
17.5,R Sharma,RA Jadeja,MD Mishra,0,Not out
17.6,R Sharma,RA Jadeja,MD Mishra,6,Not out
18.1,MD Mishra,M Muralitharan,R Sharma,0,Not out
18.2,MD Mishra,M Muralitharan,R Sharma,4,Not out
18.3,MD Mishra,M Muralitharan,R Sharma,6,Not out
18.4,MD Mishra,M Muralitharan,R Sharma,0,Not out
18.5,MD Mishra,M Muralitharan,R Sharma,6,Not out
