ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,R Dravid,M Kartik,AM Rahane,0,Not out
0.2,R Dravid,M Kartik,AM Rahane,1,Not out
0.3,AM Rahane,M Kartik,R Dravid,0,Not out
0.4,AM Rahane,M Kartik,R Dravid,0,Not out
0.5,AM Rahane,M Kartik,R Dravid,0,Not out
0.6,R Dravid,M Kartik,AM Rahane,4,Not out
0.7,R Dravid,M Kartik,AM Rahane,1,Not out
1.1,R Dravid,A Nehra,AM Rahane,0,Not out
1.2,R Dravid,A Nehra,AM Rahane,0,Not out
1.3,R Dravid,A Nehra,AM Rahane,0,Not out
1.4,R Dravid,A Nehra,AM Rahane,4,Not out
1.5,R Dravid,A Nehra,AM Rahane,1,Not out
1.6,AM Rahane,A Nehra,R Dravid,0,Not out
2.1,R Dravid,B Kumar,AM Rahane,4,Not out
2.2,R Dravid,B Kumar,AM Rahane,1,Not out
2.3,AM Rahane,B Kumar,R Dravid,1,Not out
2.4,R Dravid,B Kumar,AM Rahane,0,Not out
2.5,R Dravid,B Kumar,AM Rahane,0,Not out
2.6,R Dravid,B Kumar,AM Rahane,0,Not out
3.1,AM Rahane,R Sharma,R Dravid,0,Not out
3.2,AM Rahane,R Sharma,R Dravid,1,Not out
3.3,R Dravid,R Sharma,AM Rahane,0,Not out
3.4,R Dravid,R Sharma,AM Rahane,4,Not out
3.5,R Dravid,R Sharma,AM Rahane,1,Not out
3.6,AM Rahane,R Sharma,R Dravid,4,Not out
4.1,R Dravid,A Nehra,AM Rahane,0,Not out
4.2,R Dravid,A Nehra,AM Rahane,0,Not out
4.3,R Dravid,A Nehra,AM Rahane,0,caught
4.4,SR Watson,A Nehra,AM Rahane,1,Not out
4.5,AM Rahane,A Nehra,SR Watson,0,Not out
4.6,AM Rahane,A Nehra,SR Watson,4,Not out
5.1,SR Watson,B Kumar,AM Rahane,0,Not out
5.2,SR Watson,B Kumar,AM Rahane,6,Not out
5.3,SR Watson,B Kumar,AM Rahane,1,Not out
5.4,AM Rahane,B Kumar,SR Watson,0,Not out
5.5,AM Rahane,B Kumar,SR Watson,4,Not out
5.6,AM Rahane,B Kumar,SR Watson,0,Not out
6.1,SR Watson,AD Mathews,AM Rahane,1,Not out
6.2,AM Rahane,AD Mathews,SR Watson,0,Not out
6.3,AM Rahane,AD Mathews,SR Watson,1,Not out
6.4,SR Watson,AD Mathews,AM Rahane,0,Not out
6.5,SR Watson,AD Mathews,AM Rahane,0,Not out
6.6,SR Watson,AD Mathews,AM Rahane,4,Not out
7.1,AM Rahane,M Kartik,SR Watson,1,Not out
7.2,SR Watson,M Kartik,AM Rahane,1,Not out
7.3,AM Rahane,M Kartik,SR Watson,2,Not out
7.4,AM Rahane,M Kartik,SR Watson,1,Not out
7.5,SR Watson,M Kartik,AM Rahane,0,Not out
7.6,SR Watson,M Kartik,AM Rahane,0,Not out
8.1,AM Rahane,AD Mathews,SR Watson,0,Not out
8.2,AM Rahane,AD Mathews,SR Watson,0,Not out
8.3,AM Rahane,AD Mathews,SR Watson,2,Not out
8.4,AM Rahane,AD Mathews,SR Watson,2,Not out
8.5,AM Rahane,AD Mathews,SR Watson,1,Not out
8.6,SR Watson,AD Mathews,AM Rahane,0,Not out
9.1,AM Rahane,M Kartik,SR Watson,0,Not out
9.2,AM Rahane,M Kartik,SR Watson,2,Not out
9.3,AM Rahane,M Kartik,SR Watson,1,Not out
9.4,SR Watson,M Kartik,AM Rahane,6,Not out
9.5,SR Watson,M Kartik,AM Rahane,6,Not out
9.6,SR Watson,M Kartik,AM Rahane,1,Not out
10.1,SR Watson,R Sharma,AM Rahane,4,Not out
10.2,SR Watson,R Sharma,AM Rahane,2,Not out
10.3,SR Watson,R Sharma,AM Rahane,0,Not out
10.4,SR Watson,R Sharma,AM Rahane,4,Not out
10.5,SR Watson,R Sharma,AM Rahane,1,Not out
10.6,AM Rahane,R Sharma,SR Watson,1,Not out
11.1,AM Rahane,B Kumar,SR Watson,0,Not out
11.2,AM Rahane,B Kumar,SR Watson,1,Not out
11.3,SR Watson,B Kumar,AM Rahane,1,Not out
11.4,AM Rahane,B Kumar,SR Watson,1,Not out
11.5,SR Watson,B Kumar,AM Rahane,1,Not out
11.6,AM Rahane,B Kumar,SR Watson,1,Not out
12.1,AM Rahane,JD Ryder,SR Watson,1,Not out
12.2,SR Watson,JD Ryder,AM Rahane,0,Not out
12.3,SR Watson,JD Ryder,AM Rahane,0,Not out
12.4,SR Watson,JD Ryder,AM Rahane,4,Not out
12.5,SR Watson,JD Ryder,AM Rahane,6,Not out
