ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,CA Pujara,UT Yadav,V Sehwag,0,Not out
0.2,CA Pujara,UT Yadav,V Sehwag,0,Not out
0.3,CA Pujara,UT Yadav,V Sehwag,4,Not out
0.4,CA Pujara,UT Yadav,V Sehwag,0,Not out
0.5,CA Pujara,UT Yadav,V Sehwag,2,Not out
0.6,CA Pujara,UT Yadav,V Sehwag,1,Not out
1.1,CA Pujara,M Morkel,V Sehwag,0,Not out
1.2,CA Pujara,M Morkel,V Sehwag,1,Not out
1.3,V Sehwag,M Morkel,CA Pujara,0,Not out
1.4,V Sehwag,M Morkel,CA Pujara,0,Not out
1.5,V Sehwag,M Morkel,CA Pujara,0,run out
1.6,WP Saha,M Morkel,V Sehwag,0,Not out
1.7,WP Saha,M Morkel,V Sehwag,0,Not out
2.1,V Sehwag,UT Yadav,WP Saha,0,Not out
2.2,V Sehwag,UT Yadav,WP Saha,0,Not out
2.3,V Sehwag,UT Yadav,WP Saha,1,Not out
2.4,WP Saha,UT Yadav,V Sehwag,1,Not out
2.5,V Sehwag,UT Yadav,WP Saha,4,Not out
2.6,V Sehwag,UT Yadav,WP Saha,0,Not out
3.1,WP Saha,M Morkel,V Sehwag,0,Not out
3.2,WP Saha,M Morkel,V Sehwag,2,Not out
3.3,WP Saha,M Morkel,V Sehwag,4,Not out
3.4,WP Saha,M Morkel,V Sehwag,0,Not out
3.5,WP Saha,M Morkel,V Sehwag,6,Not out
3.6,WP Saha,M Morkel,V Sehwag,1,Not out
4.1,WP Saha,JH Kallis,V Sehwag,0,lbw
4.2,GJ Maxwell,JH Kallis,V Sehwag,0,Not out
4.3,V Sehwag,JH Kallis,GJ Maxwell,0,Not out
4.4,GJ Maxwell,JH Kallis,V Sehwag,0,Not out
4.5,GJ Maxwell,JH Kallis,V Sehwag,2,Not out
4.6,GJ Maxwell,JH Kallis,V Sehwag,0,Not out
4.7,GJ Maxwell,JH Kallis,V Sehwag,4,Not out
5.1,V Sehwag,SP Narine,GJ Maxwell,2,Not out
5.2,V Sehwag,SP Narine,GJ Maxwell,6,Not out
5.3,V Sehwag,SP Narine,GJ Maxwell,0,Not out
5.4,V Sehwag,SP Narine,GJ Maxwell,1,Not out
5.5,GJ Maxwell,SP Narine,V Sehwag,4,Not out
5.6,GJ Maxwell,SP Narine,V Sehwag,1,Not out
6.1,GJ Maxwell,JH Kallis,V Sehwag,1,Not out
6.2,V Sehwag,JH Kallis,GJ Maxwell,1,Not out
6.3,GJ Maxwell,JH Kallis,V Sehwag,0,Not out
6.4,GJ Maxwell,JH Kallis,V Sehwag,1,Not out
6.5,V Sehwag,JH Kallis,GJ Maxwell,1,Not out
