ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,ST Jayasuriya,DP Vijaykumar,SR Tendulkar,4,Not out
0.2,ST Jayasuriya,DP Vijaykumar,SR Tendulkar,0,Not out
0.3,ST Jayasuriya,DP Vijaykumar,SR Tendulkar,0,Not out
0.4,ST Jayasuriya,DP Vijaykumar,SR Tendulkar,0,Not out
0.5,ST Jayasuriya,DP Vijaykumar,SR Tendulkar,0,Not out
0.6,ST Jayasuriya,DP Vijaykumar,SR Tendulkar,6,Not out
0.7,ST Jayasuriya,DP Vijaykumar,SR Tendulkar,0,Not out
1.1,SR Tendulkar,DNT Zoysa,ST Jayasuriya,1,Not out
1.2,ST Jayasuriya,DNT Zoysa,SR Tendulkar,4,Not out
1.3,ST Jayasuriya,DNT Zoysa,SR Tendulkar,4,Not out
1.4,ST Jayasuriya,DNT Zoysa,SR Tendulkar,6,Not out
1.5,ST Jayasuriya,DNT Zoysa,SR Tendulkar,0,Not out
1.6,ST Jayasuriya,DNT Zoysa,SR Tendulkar,4,Not out
2.1,SR Tendulkar,Y Venugopal Rao,ST Jayasuriya,1,Not out
2.2,ST Jayasuriya,Y Venugopal Rao,SR Tendulkar,0,Not out
2.3,ST Jayasuriya,Y Venugopal Rao,SR Tendulkar,4,Not out
2.4,ST Jayasuriya,Y Venugopal Rao,SR Tendulkar,4,Not out
2.5,ST Jayasuriya,Y Venugopal Rao,SR Tendulkar,0,caught
2.6,DJ Thornely,Y Venugopal Rao,SR Tendulkar,0,Not out
3.1,SR Tendulkar,RP Singh,DJ Thornely,0,Not out
3.2,SR Tendulkar,RP Singh,DJ Thornely,0,Not out
3.3,SR Tendulkar,RP Singh,DJ Thornely,0,Not out
3.4,SR Tendulkar,RP Singh,DJ Thornely,4,Not out
3.5,SR Tendulkar,RP Singh,DJ Thornely,1,Not out
3.6,DJ Thornely,RP Singh,SR Tendulkar,0,Not out
4.1,SR Tendulkar,DNT Zoysa,DJ Thornely,1,Not out
4.2,DJ Thornely,DNT Zoysa,SR Tendulkar,0,Not out
4.3,DJ Thornely,DNT Zoysa,SR Tendulkar,0,Not out
4.4,DJ Thornely,DNT Zoysa,SR Tendulkar,1,Not out
4.5,SR Tendulkar,DNT Zoysa,DJ Thornely,1,Not out
4.6,DJ Thornely,DNT Zoysa,SR Tendulkar,1,Not out
5.1,DJ Thornely,RP Singh,SR Tendulkar,0,Not out
5.2,DJ Thornely,RP Singh,SR Tendulkar,0,Not out
5.3,DJ Thornely,RP Singh,SR Tendulkar,1,Not out
5.4,SR Tendulkar,RP Singh,DJ Thornely,4,Not out
5.5,SR Tendulkar,RP Singh,DJ Thornely,4,Not out
5.6,SR Tendulkar,RP Singh,DJ Thornely,0,Not out
6.1,DJ Thornely,Shahid Afridi,SR Tendulkar,0,Not out
6.2,DJ Thornely,Shahid Afridi,SR Tendulkar,1,Not out
6.3,SR Tendulkar,Shahid Afridi,DJ Thornely,1,Not out
6.4,DJ Thornely,Shahid Afridi,SR Tendulkar,0,Not out
6.5,DJ Thornely,Shahid Afridi,SR Tendulkar,1,Not out
6.6,SR Tendulkar,Shahid Afridi,DJ Thornely,0,Not out
7.1,DJ Thornely,PP Ojha,SR Tendulkar,1,Not out
7.2,SR Tendulkar,PP Ojha,DJ Thornely,0,Not out
7.3,SR Tendulkar,PP Ojha,DJ Thornely,4,Not out
7.4,SR Tendulkar,PP Ojha,DJ Thornely,0,Not out
7.5,SR Tendulkar,PP Ojha,DJ Thornely,1,Not out
7.6,DJ Thornely,PP Ojha,SR Tendulkar,1,Not out
8.1,DJ Thornely,Shahid Afridi,SR Tendulkar,1,Not out
8.2,SR Tendulkar,Shahid Afridi,DJ Thornely,0,caught
8.3,DJ Thornely,Shahid Afridi,AM Nayar,0,Not out
8.4,DJ Thornely,Shahid Afridi,AM Nayar,0,lbw
8.5,RV Uthappa,Shahid Afridi,AM Nayar,0,Not out
8.6,RV Uthappa,Shahid Afridi,AM Nayar,0,Not out
9.1,AM Nayar,PP Ojha,RV Uthappa,1,Not out
9.2,RV Uthappa,PP Ojha,AM Nayar,0,Not out
9.3,RV Uthappa,PP Ojha,AM Nayar,0,Not out
9.4,RV Uthappa,PP Ojha,AM Nayar,2,Not out
9.5,RV Uthappa,PP Ojha,AM Nayar,0,Not out
9.6,RV Uthappa,PP Ojha,AM Nayar,1,Not out
10.1,RV Uthappa,Shahid Afridi,AM Nayar,0,Not out
10.2,RV Uthappa,Shahid Afridi,AM Nayar,1,Not out
10.3,AM Nayar,Shahid Afridi,RV Uthappa,1,Not out
10.4,RV Uthappa,Shahid Afridi,AM Nayar,0,Not out
10.5,RV Uthappa,Shahid Afridi,AM Nayar,0,Not out
10.6,RV Uthappa,Shahid Afridi,AM Nayar,1,Not out
10.7,AM Nayar,Shahid Afridi,RV Uthappa,1,Not out
11.1,AM Nayar,PP Ojha,RV Uthappa,0,Not out
11.2,RV Uthappa,PP Ojha,AM Nayar,1,Not out
11.3,AM Nayar,PP Ojha,RV Uthappa,0,Not out
11.4,RV Uthappa,PP Ojha,AM Nayar,0,Not out
11.5,AM Nayar,PP Ojha,RV Uthappa,0,Not out
11.6,AM Nayar,PP Ojha,RV Uthappa,4,Not out
12.1,RV Uthappa,Y Venugopal Rao,AM Nayar,0,Not out
12.2,RV Uthappa,Y Venugopal Rao,AM Nayar,0,Not out
12.3,AM Nayar,Y Venugopal Rao,RV Uthappa,1,Not out
