ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,SC Ganguly,P Kumar,CH Gayle,0,Not out
0.2,SC Ganguly,P Kumar,CH Gayle,0,Not out
0.3,SC Ganguly,P Kumar,CH Gayle,0,Not out
0.4,SC Ganguly,P Kumar,CH Gayle,1,Not out
0.5,CH Gayle,P Kumar,SC Ganguly,0,Not out
0.6,CH Gayle,P Kumar,SC Ganguly,1,Not out
0.7,SC Ganguly,P Kumar,CH Gayle,4,Not out
1.1,CH Gayle,DW Steyn,SC Ganguly,0,Not out
1.2,CH Gayle,DW Steyn,SC Ganguly,0,Not out
1.3,CH Gayle,DW Steyn,SC Ganguly,4,Not out
1.4,CH Gayle,DW Steyn,SC Ganguly,1,Not out
1.5,SC Ganguly,DW Steyn,CH Gayle,0,Not out
1.6,SC Ganguly,DW Steyn,CH Gayle,0,Not out
2.1,CH Gayle,P Kumar,SC Ganguly,0,Not out
2.2,CH Gayle,P Kumar,SC Ganguly,1,Not out
2.3,SC Ganguly,P Kumar,CH Gayle,1,Not out
2.4,CH Gayle,P Kumar,SC Ganguly,1,Not out
2.5,SC Ganguly,P Kumar,CH Gayle,1,Not out
2.6,CH Gayle,P Kumar,SC Ganguly,0,Not out
2.7,CH Gayle,P Kumar,SC Ganguly,4,Not out
3.1,SC Ganguly,DW Steyn,CH Gayle,0,Not out
3.2,SC Ganguly,DW Steyn,CH Gayle,0,Not out
3.3,SC Ganguly,DW Steyn,CH Gayle,0,Not out
3.4,SC Ganguly,DW Steyn,CH Gayle,1,Not out
3.5,CH Gayle,DW Steyn,SC Ganguly,4,Not out
3.6,CH Gayle,DW Steyn,SC Ganguly,4,Not out
4.1,SC Ganguly,P Kumar,CH Gayle,0,Not out
4.2,SC Ganguly,P Kumar,CH Gayle,6,Not out
4.3,SC Ganguly,P Kumar,CH Gayle,1,Not out
4.4,CH Gayle,P Kumar,SC Ganguly,4,Not out
4.5,CH Gayle,P Kumar,SC Ganguly,6,Not out
4.6,CH Gayle,P Kumar,SC Ganguly,4,Not out
5.1,SC Ganguly,JH Kallis,CH Gayle,1,Not out
5.2,CH Gayle,JH Kallis,SC Ganguly,0,caught
5.3,BB McCullum,JH Kallis,SC Ganguly,0,Not out
5.4,BB McCullum,JH Kallis,SC Ganguly,0,Not out
5.5,BB McCullum,JH Kallis,SC Ganguly,1,Not out
5.6,SC Ganguly,JH Kallis,BB McCullum,6,Not out
5.7,SC Ganguly,JH Kallis,BB McCullum,1,Not out
6.1,SC Ganguly,A Kumble,BB McCullum,0,Not out
6.2,SC Ganguly,A Kumble,BB McCullum,0,Not out
6.3,SC Ganguly,A Kumble,BB McCullum,4,Not out
6.4,SC Ganguly,A Kumble,BB McCullum,0,Not out
6.5,BB McCullum,A Kumble,SC Ganguly,0,Not out
6.6,BB McCullum,A Kumble,SC Ganguly,0,Not out
6.7,BB McCullum,A Kumble,SC Ganguly,1,Not out
7.1,BB McCullum,JH Kallis,SC Ganguly,0,Not out
7.2,BB McCullum,JH Kallis,SC Ganguly,1,Not out
7.3,SC Ganguly,JH Kallis,BB McCullum,1,Not out
7.4,BB McCullum,JH Kallis,SC Ganguly,1,Not out
7.5,SC Ganguly,JH Kallis,BB McCullum,1,Not out
7.6,BB McCullum,JH Kallis,SC Ganguly,0,Not out
8.1,SC Ganguly,S Sriram,BB McCullum,1,Not out
8.2,BB McCullum,S Sriram,SC Ganguly,1,Not out
8.3,SC Ganguly,S Sriram,BB McCullum,1,Not out
8.4,BB McCullum,S Sriram,SC Ganguly,1,Not out
8.5,SC Ganguly,S Sriram,BB McCullum,1,Not out
8.6,BB McCullum,S Sriram,SC Ganguly,1,Not out
9.1,BB McCullum,A Kumble,SC Ganguly,0,Not out
9.2,BB McCullum,A Kumble,SC Ganguly,0,Not out
9.3,BB McCullum,A Kumble,SC Ganguly,0,Not out
9.4,BB McCullum,A Kumble,SC Ganguly,0,Not out
9.5,BB McCullum,A Kumble,SC Ganguly,1,Not out
9.6,SC Ganguly,A Kumble,BB McCullum,0,Not out
10.1,BB McCullum,S Sriram,SC Ganguly,4,Not out
10.2,BB McCullum,S Sriram,SC Ganguly,6,Not out
10.3,BB McCullum,S Sriram,SC Ganguly,0,Not out
10.4,BB McCullum,S Sriram,SC Ganguly,4,Not out
10.5,BB McCullum,S Sriram,SC Ganguly,4,Not out
10.6,BB McCullum,S Sriram,SC Ganguly,0,Not out
11.1,SC Ganguly,R Vinay Kumar,BB McCullum,1,Not out
11.2,BB McCullum,R Vinay Kumar,SC Ganguly,0,Not out
11.3,BB McCullum,R Vinay Kumar,SC Ganguly,1,Not out
11.4,SC Ganguly,R Vinay Kumar,BB McCullum,0,Not out
11.5,SC Ganguly,R Vinay Kumar,BB McCullum,0,caught
11.6,BB McCullum,R Vinay Kumar,MK Tiwary,0,Not out
12.1,MK Tiwary,JH Kallis,BB McCullum,0,Not out
12.2,MK Tiwary,JH Kallis,BB McCullum,0,caught
12.3,BB McCullum,JH Kallis,AD Mathews,1,Not out
12.4,AD Mathews,JH Kallis,BB McCullum,1,Not out
12.5,BB McCullum,JH Kallis,AD Mathews,0,Not out
12.6,BB McCullum,JH Kallis,AD Mathews,0,Not out
13.1,AD Mathews,R Vinay Kumar,BB McCullum,0,caught
13.2,BB McCullum,R Vinay Kumar,WP Saha,0,Not out
13.3,BB McCullum,R Vinay Kumar,WP Saha,4,Not out
13.4,BB McCullum,R Vinay Kumar,WP Saha,6,Not out
13.5,BB McCullum,R Vinay Kumar,WP Saha,4,Not out
13.6,BB McCullum,R Vinay Kumar,WP Saha,2,Not out
14.1,WP Saha,A Kumble,BB McCullum,1,Not out
14.2,BB McCullum,A Kumble,WP Saha,1,Not out
14.3,WP Saha,A Kumble,BB McCullum,0,Not out
14.4,WP Saha,A Kumble,BB McCullum,0,Not out
14.5,WP Saha,A Kumble,BB McCullum,1,Not out
14.6,BB McCullum,A Kumble,WP Saha,0,Not out
15.1,WP Saha,DW Steyn,BB McCullum,0,Not out
15.2,WP Saha,DW Steyn,BB McCullum,2,Not out
15.3,WP Saha,DW Steyn,BB McCullum,0,Not out
15.4,WP Saha,DW Steyn,BB McCullum,0,Not out
15.5,WP Saha,DW Steyn,BB McCullum,6,Not out
15.6,WP Saha,DW Steyn,BB McCullum,1,Not out
16.1,WP Saha,A Kumble,BB McCullum,0,Not out
16.2,WP Saha,A Kumble,BB McCullum,1,Not out
16.3,BB McCullum,A Kumble,WP Saha,0,caught
16.4,WP Saha,A Kumble,CA Pujara,1,Not out
16.5,CA Pujara,A Kumble,WP Saha,1,Not out
16.6,WP Saha,A Kumble,CA Pujara,0,Not out
