ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,V Sehwag,TG Southee,M Vijay,0,caught
0.2,WP Saha,TG Southee,M Vijay,3,Not out
0.3,M Vijay,TG Southee,WP Saha,0,Not out
0.4,M Vijay,TG Southee,WP Saha,4,Not out
0.5,M Vijay,TG Southee,WP Saha,0,Not out
0.6,M Vijay,TG Southee,WP Saha,3,Not out
0.7,WP Saha,TG Southee,M Vijay,0,Not out
1.1,M Vijay,CH Morris,WP Saha,0,Not out
1.2,M Vijay,CH Morris,WP Saha,0,Not out
1.3,M Vijay,CH Morris,WP Saha,2,Not out
1.4,M Vijay,CH Morris,WP Saha,0,Not out
1.5,M Vijay,CH Morris,WP Saha,0,Not out
1.6,M Vijay,CH Morris,WP Saha,6,Not out
1.7,M Vijay,CH Morris,WP Saha,1,Not out
2.1,M Vijay,TG Southee,WP Saha,2,Not out
2.2,M Vijay,TG Southee,WP Saha,4,Not out
2.3,M Vijay,TG Southee,WP Saha,0,Not out
2.4,M Vijay,TG Southee,WP Saha,1,Not out
2.5,WP Saha,TG Southee,M Vijay,4,Not out
2.6,WP Saha,TG Southee,M Vijay,0,run out
3.1,M Vijay,DS Kulkarni,GJ Maxwell,0,Not out
3.2,M Vijay,DS Kulkarni,GJ Maxwell,0,Not out
3.3,M Vijay,DS Kulkarni,GJ Maxwell,1,Not out
3.4,GJ Maxwell,DS Kulkarni,M Vijay,4,Not out
3.5,GJ Maxwell,DS Kulkarni,M Vijay,1,Not out
3.6,M Vijay,DS Kulkarni,GJ Maxwell,1,Not out
4.1,M Vijay,JP Faulkner,GJ Maxwell,0,Not out
4.2,M Vijay,JP Faulkner,GJ Maxwell,4,Not out
4.3,M Vijay,JP Faulkner,GJ Maxwell,1,Not out
4.4,GJ Maxwell,JP Faulkner,M Vijay,2,Not out
4.5,GJ Maxwell,JP Faulkner,M Vijay,0,Not out
4.6,GJ Maxwell,JP Faulkner,M Vijay,0,caught
5.1,M Vijay,DS Kulkarni,AR Patel,0,Not out
5.2,M Vijay,DS Kulkarni,AR Patel,0,Not out
5.3,M Vijay,DS Kulkarni,AR Patel,0,Not out
5.4,M Vijay,DS Kulkarni,AR Patel,0,Not out
5.5,M Vijay,DS Kulkarni,AR Patel,4,Not out
5.6,M Vijay,DS Kulkarni,AR Patel,0,Not out
5.7,M Vijay,DS Kulkarni,AR Patel,0,Not out
6.1,AR Patel,JP Faulkner,M Vijay,0,Not out
6.2,AR Patel,JP Faulkner,M Vijay,0,Not out
6.3,AR Patel,JP Faulkner,M Vijay,0,Not out
6.4,AR Patel,JP Faulkner,M Vijay,1,Not out
6.5,M Vijay,JP Faulkner,AR Patel,0,Not out
6.6,M Vijay,JP Faulkner,AR Patel,1,Not out
7.1,M Vijay,PV Tambe,AR Patel,1,Not out
7.2,AR Patel,PV Tambe,M Vijay,2,Not out
7.3,AR Patel,PV Tambe,M Vijay,4,Not out
7.4,AR Patel,PV Tambe,M Vijay,1,Not out
7.5,M Vijay,PV Tambe,AR Patel,0,Not out
7.6,M Vijay,PV Tambe,AR Patel,0,Not out
8.1,AR Patel,STR Binny,M Vijay,0,Not out
8.2,AR Patel,STR Binny,M Vijay,0,Not out
8.3,AR Patel,STR Binny,M Vijay,1,Not out
8.4,M Vijay,STR Binny,AR Patel,1,Not out
8.5,AR Patel,STR Binny,M Vijay,0,run out
8.6,DA Miller,STR Binny,AR Patel,0,Not out
8.7,DA Miller,STR Binny,AR Patel,0,Not out
8.8,DA Miller,STR Binny,AR Patel,0,Not out
9.1,AR Patel,CH Morris,DA Miller,0,Not out
9.2,AR Patel,CH Morris,DA Miller,1,Not out
9.3,DA Miller,CH Morris,AR Patel,0,Not out
9.4,DA Miller,CH Morris,AR Patel,0,Not out
9.5,DA Miller,CH Morris,AR Patel,0,Not out
9.6,DA Miller,CH Morris,AR Patel,0,Not out
10.1,AR Patel,STR Binny,DA Miller,1,Not out
10.2,DA Miller,STR Binny,AR Patel,4,Not out
10.3,DA Miller,STR Binny,AR Patel,4,Not out
10.4,DA Miller,STR Binny,AR Patel,2,Not out
10.5,DA Miller,STR Binny,AR Patel,0,Not out
10.6,DA Miller,STR Binny,AR Patel,0,Not out
11.1,AR Patel,PV Tambe,DA Miller,1,Not out
11.2,DA Miller,PV Tambe,AR Patel,1,Not out
11.3,AR Patel,PV Tambe,DA Miller,1,Not out
11.4,DA Miller,PV Tambe,AR Patel,0,Not out
11.5,DA Miller,PV Tambe,AR Patel,1,Not out
11.6,AR Patel,PV Tambe,DA Miller,0,Not out
12.1,DA Miller,TG Southee,AR Patel,0,Not out
12.2,DA Miller,TG Southee,AR Patel,4,Not out
12.3,DA Miller,TG Southee,AR Patel,0,Not out
12.4,DA Miller,TG Southee,AR Patel,6,Not out
12.5,DA Miller,TG Southee,AR Patel,0,Not out
12.6,DA Miller,TG Southee,AR Patel,1,Not out
13.1,DA Miller,DS Kulkarni,AR Patel,0,caught
13.2,AR Patel,DS Kulkarni,GJ Bailey,4,Not out
13.3,AR Patel,DS Kulkarni,GJ Bailey,1,Not out
13.4,GJ Bailey,DS Kulkarni,AR Patel,0,Not out
13.5,GJ Bailey,DS Kulkarni,AR Patel,4,Not out
13.6,GJ Bailey,DS Kulkarni,AR Patel,0,Not out
14.1,AR Patel,PV Tambe,GJ Bailey,0,Not out
14.2,AR Patel,PV Tambe,GJ Bailey,1,Not out
14.3,GJ Bailey,PV Tambe,AR Patel,1,Not out
14.4,AR Patel,PV Tambe,GJ Bailey,1,Not out
14.5,GJ Bailey,PV Tambe,AR Patel,0,Not out
14.6,GJ Bailey,PV Tambe,AR Patel,0,Not out
15.1,AR Patel,JP Faulkner,GJ Bailey,0,Not out
15.2,AR Patel,JP Faulkner,GJ Bailey,1,Not out
15.3,GJ Bailey,JP Faulkner,AR Patel,2,Not out
15.4,GJ Bailey,JP Faulkner,AR Patel,1,Not out
15.5,AR Patel,JP Faulkner,GJ Bailey,1,Not out
15.6,GJ Bailey,JP Faulkner,AR Patel,4,Not out
16.1,AR Patel,CH Morris,GJ Bailey,1,Not out
16.2,GJ Bailey,CH Morris,AR Patel,2,Not out
16.3,GJ Bailey,CH Morris,AR Patel,1,Not out
16.4,AR Patel,CH Morris,GJ Bailey,1,Not out
16.5,GJ Bailey,CH Morris,AR Patel,0,Not out
16.6,GJ Bailey,CH Morris,AR Patel,0,Not out
17.1,AR Patel,TG Southee,GJ Bailey,0,Not out
17.2,GJ Bailey,TG Southee,AR Patel,0,Not out
17.3,GJ Bailey,TG Southee,AR Patel,0,Not out
17.4,GJ Bailey,TG Southee,AR Patel,1,Not out
17.5,AR Patel,TG Southee,GJ Bailey,0,bowled
17.6,MG Johnson,TG Southee,GJ Bailey,0,Not out
17.7,MG Johnson,TG Southee,GJ Bailey,0,Not out
17.8,MG Johnson,TG Southee,GJ Bailey,0,Not out
18.1,GJ Bailey,JP Faulkner,MG Johnson,6,Not out
18.2,GJ Bailey,JP Faulkner,MG Johnson,1,Not out
18.3,MG Johnson,JP Faulkner,GJ Bailey,0,caught
18.4,GJ Bailey,JP Faulkner,Anureet Singh,1,Not out
18.5,Anureet Singh,JP Faulkner,GJ Bailey,0,Not out
18.6,GJ Bailey,JP Faulkner,Anureet Singh,0,caught
19.1,Karanveer Singh,CH Morris,Anureet Singh,0,Not out
19.2,Karanveer Singh,CH Morris,Anureet Singh,4,Not out
19.3,Karanveer Singh,CH Morris,Anureet Singh,0,Not out
19.4,Karanveer Singh,CH Morris,Anureet Singh,1,Not out
19.5,Anureet Singh,CH Morris,Karanveer Singh,0,Not out
19.6,Anureet Singh,CH Morris,Karanveer Singh,0,Not out
