ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,SE Marsh,GD McGrath,JR Hopes,1,Not out
0.2,JR Hopes,GD McGrath,SE Marsh,0,Not out
0.3,JR Hopes,GD McGrath,SE Marsh,1,Not out
0.4,SE Marsh,GD McGrath,JR Hopes,0,Not out
0.5,SE Marsh,GD McGrath,JR Hopes,0,Not out
0.6,SE Marsh,GD McGrath,JR Hopes,1,Not out
1.1,SE Marsh,PJ Sangwan,JR Hopes,0,caught
1.2,JR Hopes,PJ Sangwan,Yuvraj Singh,0,Not out
1.3,JR Hopes,PJ Sangwan,Yuvraj Singh,1,Not out
1.4,Yuvraj Singh,PJ Sangwan,JR Hopes,4,Not out
1.5,Yuvraj Singh,PJ Sangwan,JR Hopes,6,Not out
1.6,Yuvraj Singh,PJ Sangwan,JR Hopes,0,Not out
1.7,Yuvraj Singh,PJ Sangwan,JR Hopes,0,Not out
2.1,JR Hopes,GD McGrath,Yuvraj Singh,1,Not out
2.2,Yuvraj Singh,GD McGrath,JR Hopes,1,Not out
2.3,JR Hopes,GD McGrath,Yuvraj Singh,1,Not out
2.4,Yuvraj Singh,GD McGrath,JR Hopes,6,Not out
2.5,Yuvraj Singh,GD McGrath,JR Hopes,6,Not out
2.6,Yuvraj Singh,GD McGrath,JR Hopes,0,caught
3.1,LA Pomersbach,A Mishra,JR Hopes,0,Not out
3.2,LA Pomersbach,A Mishra,JR Hopes,1,Not out
3.3,JR Hopes,A Mishra,LA Pomersbach,0,caught
3.4,DPMD Jayawardene,A Mishra,LA Pomersbach,1,Not out
3.5,LA Pomersbach,A Mishra,DPMD Jayawardene,1,Not out
3.6,DPMD Jayawardene,A Mishra,LA Pomersbach,1,Not out
4.1,DPMD Jayawardene,V Sehwag,LA Pomersbach,4,Not out
4.2,DPMD Jayawardene,V Sehwag,LA Pomersbach,0,Not out
4.3,DPMD Jayawardene,V Sehwag,LA Pomersbach,4,Not out
4.4,DPMD Jayawardene,V Sehwag,LA Pomersbach,4,Not out
4.5,DPMD Jayawardene,V Sehwag,LA Pomersbach,1,Not out
4.6,LA Pomersbach,V Sehwag,DPMD Jayawardene,6,Not out
4.7,LA Pomersbach,V Sehwag,DPMD Jayawardene,2,Not out
5.1,DPMD Jayawardene,A Mishra,LA Pomersbach,2,Not out
5.2,DPMD Jayawardene,A Mishra,LA Pomersbach,6,Not out
5.3,DPMD Jayawardene,A Mishra,LA Pomersbach,1,Not out
5.4,LA Pomersbach,A Mishra,DPMD Jayawardene,6,Not out
5.5,LA Pomersbach,A Mishra,DPMD Jayawardene,1,Not out
5.6,DPMD Jayawardene,A Mishra,LA Pomersbach,1,Not out
6.1,DPMD Jayawardene,MF Maharoof,LA Pomersbach,2,Not out
6.2,DPMD Jayawardene,MF Maharoof,LA Pomersbach,1,Not out
6.3,LA Pomersbach,MF Maharoof,DPMD Jayawardene,6,Not out
6.4,LA Pomersbach,MF Maharoof,DPMD Jayawardene,1,Not out
6.5,DPMD Jayawardene,MF Maharoof,LA Pomersbach,1,Not out
6.6,LA Pomersbach,MF Maharoof,DPMD Jayawardene,0,Not out
7.1,LA Pomersbach,R Bhatia,DPMD Jayawardene,1,Not out
7.2,DPMD Jayawardene,R Bhatia,LA Pomersbach,0,Not out
7.3,DPMD Jayawardene,R Bhatia,LA Pomersbach,1,Not out
7.4,LA Pomersbach,R Bhatia,DPMD Jayawardene,0,Not out
7.5,DPMD Jayawardene,R Bhatia,LA Pomersbach,0,Not out
7.6,DPMD Jayawardene,R Bhatia,LA Pomersbach,6,Not out
