ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,SP Narine,JD Unadkat,G Gambhir,0,Not out
0.2,SP Narine,JD Unadkat,G Gambhir,4,Not out
0.3,SP Narine,JD Unadkat,G Gambhir,0,Not out
0.4,SP Narine,JD Unadkat,G Gambhir,1,Not out
0.5,G Gambhir,JD Unadkat,SP Narine,0,Not out
0.6,G Gambhir,JD Unadkat,SP Narine,1,Not out
0.7,SP Narine,JD Unadkat,G Gambhir,1,Not out
1.1,SP Narine,SN Thakur,G Gambhir,0,Not out
1.2,SP Narine,SN Thakur,G Gambhir,0,Not out
1.3,SP Narine,SN Thakur,G Gambhir,4,Not out
1.4,SP Narine,SN Thakur,G Gambhir,4,Not out
1.5,SP Narine,SN Thakur,G Gambhir,1,Not out
1.6,G Gambhir,SN Thakur,SP Narine,0,Not out
2.1,G Gambhir,Washington Sundar,SP Narine,1,Not out
2.2,SP Narine,Washington Sundar,G Gambhir,0,Not out
2.3,SP Narine,Washington Sundar,G Gambhir,1,Not out
2.4,G Gambhir,Washington Sundar,SP Narine,0,run out
2.5,RV Uthappa,Washington Sundar,G Gambhir,0,Not out
2.6,RV Uthappa,Washington Sundar,G Gambhir,0,Not out
3.1,RV Uthappa,SN Thakur,G Gambhir,0,Not out
3.2,RV Uthappa,SN Thakur,G Gambhir,0,Not out
3.3,RV Uthappa,SN Thakur,G Gambhir,0,Not out
3.4,RV Uthappa,SN Thakur,G Gambhir,0,Not out
3.5,RV Uthappa,SN Thakur,G Gambhir,4,Not out
3.6,RV Uthappa,SN Thakur,G Gambhir,1,Not out
3.7,G Gambhir,SN Thakur,RV Uthappa,1,Not out
4.1,G Gambhir,Washington Sundar,RV Uthappa,0,Not out
4.2,G Gambhir,Washington Sundar,RV Uthappa,2,Not out
4.3,G Gambhir,Washington Sundar,RV Uthappa,0,Not out
4.4,G Gambhir,Washington Sundar,RV Uthappa,4,Not out
4.5,G Gambhir,Washington Sundar,RV Uthappa,0,Not out
4.6,G Gambhir,Washington Sundar,RV Uthappa,4,Not out
5.1,RV Uthappa,DT Christian,G Gambhir,4,Not out
5.2,RV Uthappa,DT Christian,G Gambhir,1,Not out
5.3,G Gambhir,DT Christian,RV Uthappa,1,Not out
5.4,RV Uthappa,DT Christian,G Gambhir,1,Not out
5.5,G Gambhir,DT Christian,RV Uthappa,0,Not out
5.6,G Gambhir,DT Christian,RV Uthappa,0,Not out
6.1,RV Uthappa,Imran Tahir,G Gambhir,1,Not out
6.2,G Gambhir,Imran Tahir,RV Uthappa,1,Not out
6.3,RV Uthappa,Imran Tahir,G Gambhir,0,Not out
