ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,AM Rahane,PJ Sangwan,RA Tripathi,0,Not out
0.2,AM Rahane,PJ Sangwan,RA Tripathi,4,Not out
0.3,AM Rahane,PJ Sangwan,RA Tripathi,0,Not out
0.4,AM Rahane,PJ Sangwan,RA Tripathi,0,lbw
0.5,SPD Smith,PJ Sangwan,RA Tripathi,4,Not out
0.6,SPD Smith,PJ Sangwan,RA Tripathi,0,caught
1.1,RA Tripathi,Basil Thampi,MK Tiwary,1,Not out
1.2,MK Tiwary,Basil Thampi,RA Tripathi,0,Not out
1.3,MK Tiwary,Basil Thampi,RA Tripathi,0,Not out
1.4,MK Tiwary,Basil Thampi,RA Tripathi,0,lbw
1.5,BA Stokes,Basil Thampi,RA Tripathi,0,Not out
1.6,BA Stokes,Basil Thampi,RA Tripathi,0,Not out
1.7,BA Stokes,Basil Thampi,RA Tripathi,1,Not out
2.1,BA Stokes,PJ Sangwan,RA Tripathi,0,Not out
2.2,BA Stokes,PJ Sangwan,RA Tripathi,4,Not out
2.3,BA Stokes,PJ Sangwan,RA Tripathi,0,Not out
2.4,BA Stokes,PJ Sangwan,RA Tripathi,0,Not out
2.5,BA Stokes,PJ Sangwan,RA Tripathi,0,Not out
2.6,BA Stokes,PJ Sangwan,RA Tripathi,1,Not out
2.7,RA Tripathi,PJ Sangwan,BA Stokes,0,Not out
3.1,BA Stokes,Basil Thampi,RA Tripathi,4,Not out
3.2,BA Stokes,Basil Thampi,RA Tripathi,0,Not out
3.3,BA Stokes,Basil Thampi,RA Tripathi,1,Not out
3.4,RA Tripathi,Basil Thampi,BA Stokes,0,Not out
3.5,RA Tripathi,Basil Thampi,BA Stokes,1,Not out
3.6,BA Stokes,Basil Thampi,RA Tripathi,1,Not out
4.1,BA Stokes,PJ Sangwan,RA Tripathi,2,Not out
4.2,BA Stokes,PJ Sangwan,RA Tripathi,6,Not out
4.3,BA Stokes,PJ Sangwan,RA Tripathi,1,Not out
4.4,RA Tripathi,PJ Sangwan,BA Stokes,4,Not out
4.5,RA Tripathi,PJ Sangwan,BA Stokes,0,Not out
4.6,RA Tripathi,PJ Sangwan,BA Stokes,0,Not out
5.1,BA Stokes,JP Faulkner,RA Tripathi,0,Not out
5.2,BA Stokes,JP Faulkner,RA Tripathi,4,Not out
5.3,BA Stokes,JP Faulkner,RA Tripathi,1,run out
5.4,BA Stokes,JP Faulkner,MS Dhoni,0,Not out
5.5,BA Stokes,JP Faulkner,MS Dhoni,0,Not out
5.6,BA Stokes,JP Faulkner,MS Dhoni,1,Not out
6.1,BA Stokes,Ankit Soni,MS Dhoni,2,Not out
6.2,BA Stokes,Ankit Soni,MS Dhoni,1,Not out
6.3,MS Dhoni,Ankit Soni,BA Stokes,0,Not out
6.4,MS Dhoni,Ankit Soni,BA Stokes,0,Not out
6.5,MS Dhoni,Ankit Soni,BA Stokes,0,Not out
6.6,MS Dhoni,Ankit Soni,BA Stokes,1,Not out
7.1,MS Dhoni,RA Jadeja,BA Stokes,4,Not out
7.2,MS Dhoni,RA Jadeja,BA Stokes,0,Not out
7.3,MS Dhoni,RA Jadeja,BA Stokes,0,Not out
7.4,MS Dhoni,RA Jadeja,BA Stokes,0,Not out
7.5,MS Dhoni,RA Jadeja,BA Stokes,0,Not out
7.6,MS Dhoni,RA Jadeja,BA Stokes,0,Not out
8.1,BA Stokes,Ankit Soni,MS Dhoni,0,Not out
8.2,BA Stokes,Ankit Soni,MS Dhoni,0,Not out
8.3,BA Stokes,Ankit Soni,MS Dhoni,0,Not out
8.4,BA Stokes,Ankit Soni,MS Dhoni,1,Not out
8.5,MS Dhoni,Ankit Soni,BA Stokes,0,Not out
8.6,MS Dhoni,Ankit Soni,BA Stokes,0,Not out
9.1,BA Stokes,RA Jadeja,MS Dhoni,0,Not out
9.2,BA Stokes,RA Jadeja,MS Dhoni,6,Not out
9.3,BA Stokes,RA Jadeja,MS Dhoni,6,Not out
9.4,BA Stokes,RA Jadeja,MS Dhoni,0,Not out
9.5,BA Stokes,RA Jadeja,MS Dhoni,2,Not out
9.6,BA Stokes,RA Jadeja,MS Dhoni,1,Not out
10.1,BA Stokes,Ankit Soni,MS Dhoni,0,Not out
10.2,BA Stokes,Ankit Soni,MS Dhoni,1,Not out
10.3,MS Dhoni,Ankit Soni,BA Stokes,0,Not out
10.4,BA Stokes,Ankit Soni,MS Dhoni,1,Not out
10.5,MS Dhoni,Ankit Soni,BA Stokes,1,Not out
10.6,BA Stokes,Ankit Soni,MS Dhoni,1,Not out
11.1,BA Stokes,DR Smith,MS Dhoni,1,Not out
11.2,MS Dhoni,DR Smith,BA Stokes,0,Not out
11.3,MS Dhoni,DR Smith,BA Stokes,1,Not out
11.4,BA Stokes,DR Smith,MS Dhoni,1,Not out
11.5,MS Dhoni,DR Smith,BA Stokes,1,Not out
11.6,BA Stokes,DR Smith,MS Dhoni,4,Not out
12.1,MS Dhoni,Ankit Soni,BA Stokes,2,Not out
12.2,MS Dhoni,Ankit Soni,BA Stokes,2,Not out
12.3,MS Dhoni,Ankit Soni,BA Stokes,0,Not out
12.4,MS Dhoni,Ankit Soni,BA Stokes,0,Not out
12.5,MS Dhoni,Ankit Soni,BA Stokes,0,Not out
12.6,MS Dhoni,Ankit Soni,BA Stokes,2,Not out
12.7,MS Dhoni,Ankit Soni,BA Stokes,0,Not out
13.1,BA Stokes,DR Smith,MS Dhoni,0,Not out
13.2,BA Stokes,DR Smith,MS Dhoni,1,Not out
13.3,MS Dhoni,DR Smith,BA Stokes,0,Not out
13.4,MS Dhoni,DR Smith,BA Stokes,0,Not out
13.5,MS Dhoni,DR Smith,BA Stokes,1,Not out
13.6,BA Stokes,DR Smith,MS Dhoni,1,Not out
14.1,BA Stokes,JP Faulkner,MS Dhoni,1,Not out
14.2,MS Dhoni,JP Faulkner,BA Stokes,6,Not out
14.3,MS Dhoni,JP Faulkner,BA Stokes,2,Not out
14.4,MS Dhoni,JP Faulkner,BA Stokes,1,Not out
14.5,BA Stokes,JP Faulkner,MS Dhoni,1,Not out
14.6,MS Dhoni,JP Faulkner,BA Stokes,1,Not out
15.1,MS Dhoni,DR Smith,BA Stokes,0,Not out
15.2,MS Dhoni,DR Smith,BA Stokes,0,Not out
15.3,BA Stokes,DR Smith,MS Dhoni,6,Not out
15.4,BA Stokes,DR Smith,MS Dhoni,4,Not out
15.5,BA Stokes,DR Smith,MS Dhoni,2,Not out
15.6,BA Stokes,DR Smith,MS Dhoni,1,Not out
15.7,MS Dhoni,DR Smith,BA Stokes,1,Not out
16.1,MS Dhoni,Basil Thampi,BA Stokes,0,caught
16.2,DT Christian,Basil Thampi,BA Stokes,1,Not out
16.3,BA Stokes,Basil Thampi,DT Christian,1,Not out
16.4,DT Christian,Basil Thampi,BA Stokes,1,Not out
16.5,BA Stokes,Basil Thampi,DT Christian,4,Not out
16.6,BA Stokes,Basil Thampi,DT Christian,1,Not out
17.1,BA Stokes,PJ Sangwan,DT Christian,1,Not out
17.2,DT Christian,PJ Sangwan,BA Stokes,2,Not out
17.3,DT Christian,PJ Sangwan,BA Stokes,4,Not out
17.4,DT Christian,PJ Sangwan,BA Stokes,1,Not out
17.5,BA Stokes,PJ Sangwan,DT Christian,2,Not out
17.6,BA Stokes,PJ Sangwan,DT Christian,1,Not out
18.1,BA Stokes,Basil Thampi,DT Christian,6,Not out
18.2,BA Stokes,Basil Thampi,DT Christian,2,Not out
18.3,BA Stokes,Basil Thampi,DT Christian,1,Not out
18.4,DT Christian,Basil Thampi,BA Stokes,1,Not out
18.5,BA Stokes,Basil Thampi,DT Christian,6,Not out
18.6,BA Stokes,Basil Thampi,DT Christian,1,Not out
19.1,BA Stokes,JP Faulkner,DT Christian,4,Not out
19.2,BA Stokes,JP Faulkner,DT Christian,0,Not out
19.3,DT Christian,JP Faulkner,BA Stokes,1,Not out
19.4,BA Stokes,JP Faulkner,DT Christian,1,Not out
19.5,DT Christian,JP Faulkner,BA Stokes,6,Not out
