ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,DR Smith,Ankit Sharma,BB McCullum,4,Not out
0.2,DR Smith,Ankit Sharma,BB McCullum,1,Not out
0.3,BB McCullum,Ankit Sharma,DR Smith,1,Not out
0.4,DR Smith,Ankit Sharma,BB McCullum,0,Not out
0.5,DR Smith,Ankit Sharma,BB McCullum,6,Not out
0.6,DR Smith,Ankit Sharma,BB McCullum,4,Not out
1.1,BB McCullum,LH Ferguson,DR Smith,0,Not out
1.2,BB McCullum,LH Ferguson,DR Smith,0,Not out
1.3,BB McCullum,LH Ferguson,DR Smith,6,Not out
1.4,BB McCullum,LH Ferguson,DR Smith,1,Not out
1.5,DR Smith,LH Ferguson,BB McCullum,0,Not out
1.6,DR Smith,LH Ferguson,BB McCullum,4,Not out
2.1,BB McCullum,SN Thakur,DR Smith,1,Not out
2.2,DR Smith,SN Thakur,BB McCullum,0,Not out
2.3,DR Smith,SN Thakur,BB McCullum,1,Not out
2.4,BB McCullum,SN Thakur,DR Smith,4,Not out
2.5,BB McCullum,SN Thakur,DR Smith,0,Not out
2.6,BB McCullum,SN Thakur,DR Smith,0,Not out
3.1,DR Smith,LH Ferguson,BB McCullum,1,Not out
3.2,BB McCullum,LH Ferguson,DR Smith,1,Not out
3.3,DR Smith,LH Ferguson,BB McCullum,0,Not out
3.4,DR Smith,LH Ferguson,BB McCullum,0,Not out
3.5,DR Smith,LH Ferguson,BB McCullum,4,Not out
3.6,DR Smith,LH Ferguson,BB McCullum,0,Not out
3.7,DR Smith,LH Ferguson,BB McCullum,4,Not out
4.1,BB McCullum,BA Stokes,DR Smith,1,Not out
4.2,DR Smith,BA Stokes,BB McCullum,0,Not out
4.3,DR Smith,BA Stokes,BB McCullum,0,Not out
4.4,DR Smith,BA Stokes,BB McCullum,0,Not out
4.5,DR Smith,BA Stokes,BB McCullum,1,Not out
4.6,BB McCullum,BA Stokes,DR Smith,0,Not out
5.1,DR Smith,Imran Tahir,BB McCullum,1,Not out
5.2,BB McCullum,Imran Tahir,DR Smith,4,Not out
5.3,BB McCullum,Imran Tahir,DR Smith,4,Not out
5.4,BB McCullum,Imran Tahir,DR Smith,0,Not out
5.5,BB McCullum,Imran Tahir,DR Smith,6,Not out
5.6,BB McCullum,Imran Tahir,DR Smith,0,Not out
6.1,DR Smith,RD Chahar,BB McCullum,2,Not out
6.2,DR Smith,RD Chahar,BB McCullum,0,Not out
6.3,DR Smith,RD Chahar,BB McCullum,0,Not out
6.4,DR Smith,RD Chahar,BB McCullum,4,Not out
6.5,DR Smith,RD Chahar,BB McCullum,4,Not out
6.6,DR Smith,RD Chahar,BB McCullum,0,Not out
7.1,BB McCullum,Imran Tahir,DR Smith,4,Not out
7.2,BB McCullum,Imran Tahir,DR Smith,4,Not out
7.3,BB McCullum,Imran Tahir,DR Smith,6,Not out
7.4,BB McCullum,Imran Tahir,DR Smith,1,Not out
7.5,DR Smith,Imran Tahir,BB McCullum,4,Not out
7.6,DR Smith,Imran Tahir,BB McCullum,1,Not out
8.1,DR Smith,SN Thakur,BB McCullum,0,Not out
8.2,DR Smith,SN Thakur,BB McCullum,1,Not out
8.3,BB McCullum,SN Thakur,DR Smith,0,Not out
8.4,BB McCullum,SN Thakur,DR Smith,0,Not out
8.5,BB McCullum,SN Thakur,DR Smith,1,Not out
8.6,DR Smith,SN Thakur,BB McCullum,0,caught
8.7,SK Raina,SN Thakur,BB McCullum,0,Not out
9.1,BB McCullum,LH Ferguson,SK Raina,0,Not out
9.2,BB McCullum,LH Ferguson,SK Raina,0,Not out
9.3,BB McCullum,LH Ferguson,SK Raina,0,Not out
9.4,SK Raina,LH Ferguson,BB McCullum,1,Not out
9.5,BB McCullum,LH Ferguson,SK Raina,0,Not out
9.6,BB McCullum,LH Ferguson,SK Raina,0,Not out
10.1,SK Raina,BA Stokes,BB McCullum,0,Not out
10.2,SK Raina,BA Stokes,BB McCullum,1,Not out
10.3,BB McCullum,BA Stokes,SK Raina,2,Not out
10.4,BB McCullum,BA Stokes,SK Raina,1,Not out
10.5,SK Raina,BA Stokes,BB McCullum,1,Not out
10.6,BB McCullum,BA Stokes,SK Raina,1,Not out
11.1,BB McCullum,RD Chahar,SK Raina,0,stumped
11.2,KD Karthik,RD Chahar,SK Raina,1,Not out
11.3,SK Raina,RD Chahar,KD Karthik,2,Not out
11.4,SK Raina,RD Chahar,KD Karthik,1,Not out
11.5,KD Karthik,RD Chahar,SK Raina,0,Not out
11.6,KD Karthik,RD Chahar,SK Raina,1,Not out
12.1,KD Karthik,Imran Tahir,SK Raina,1,Not out
12.2,SK Raina,Imran Tahir,KD Karthik,0,Not out
12.3,SK Raina,Imran Tahir,KD Karthik,2,Not out
12.4,SK Raina,Imran Tahir,KD Karthik,1,Not out
12.5,KD Karthik,Imran Tahir,SK Raina,0,bowled
12.6,AJ Finch,Imran Tahir,SK Raina,1,Not out
13.1,AJ Finch,RD Chahar,SK Raina,0,Not out
13.2,AJ Finch,RD Chahar,SK Raina,0,Not out
13.3,AJ Finch,RD Chahar,SK Raina,4,Not out
13.4,AJ Finch,RD Chahar,SK Raina,0,Not out
13.5,AJ Finch,RD Chahar,SK Raina,1,Not out
13.6,SK Raina,RD Chahar,AJ Finch,6,Not out
14.1,AJ Finch,BA Stokes,SK Raina,0,Not out
14.2,AJ Finch,BA Stokes,SK Raina,1,Not out
14.3,SK Raina,BA Stokes,AJ Finch,0,Not out
14.4,SK Raina,BA Stokes,AJ Finch,4,Not out
14.5,SK Raina,BA Stokes,AJ Finch,0,Not out
14.6,SK Raina,BA Stokes,AJ Finch,0,Not out
