,0,1,2,3,4,5,6,Balls,Dismissal,No_Innings,Runs,SR
P Negi,1,1,0,0,0,0,0,2,0,1,1,50.0
TS Mills,0,1,1,0,0,0,0,2,0,1,3,150.0
S Aravind,3,0,0,0,0,0,0,3,1,1,0,0.0
HH Pandya,2,4,0,0,0,0,0,6,0,1,4,66.67
MG Johnson,2,2,0,0,0,0,0,4,0,1,2,50.0
TG Southee,1,2,0,0,2,0,0,5,1,1,10,200.0
