,0,1,2,3,4,5,6,Balls,Dismissal,No_Innings,Runs,SR
PP Ojha,0,1,1,0,2,0,0,4,0,1,11,275.0
DW Steyn,7,0,0,0,2,0,0,9,1,1,8,88.89
I Sharma,5,1,0,0,0,0,0,6,0,1,1,16.67
B Lee,7,3,0,0,1,0,0,11,0,2,7,63.64
Shakib Al Hasan,1,1,0,0,1,0,0,3,1,2,5,166.67
L Balaji,8,2,0,0,1,0,0,11,0,2,6,54.55
Iqbal Abdulla,3,0,1,0,0,0,0,4,1,1,2,50.0
R Vinay Kumar,1,0,0,0,0,0,0,1,1,1,0,0.0
JH Kallis,3,0,0,0,1,0,0,4,0,1,4,100.0
AB Dinda,3,1,0,0,1,0,0,5,1,1,5,100.0
M Morkel,3,0,0,0,0,0,0,3,0,1,0,0.0
