,0,1,2,3,4,5,6,Balls,Dismissal,No_Innings,Runs,SR
AA Jhunjhunwala,3,5,1,0,2,0,0,11,0,3,15,136.36
J Theron,2,2,0,0,3,0,0,7,0,1,14,200.0
S Dhawan,3,3,1,0,0,0,0,7,1,1,5,71.43
DW Steyn,9,8,1,0,7,0,1,26,0,4,44,169.23
Z Khan,19,7,3,0,7,0,0,36,2,9,41,113.89
P Kumar,14,10,0,0,0,0,1,25,0,4,16,64.0
JH Kallis,5,7,0,0,1,0,0,13,0,3,11,84.62
A Kumble,6,9,1,0,5,0,1,22,0,2,37,168.18
DT Christian,3,0,1,0,0,0,0,4,1,1,2,50.0
MS Gony,3,5,0,0,1,0,0,9,0,2,9,100.0
JA Morkel,15,15,0,1,5,0,1,37,0,5,44,118.92
P Amarnath,2,3,1,0,1,0,2,9,0,1,21,233.33
CK Kapugedera,0,2,0,0,0,0,0,2,0,1,2,100.0
M Muralitharan,3,4,0,0,1,0,1,9,0,2,14,155.56
L Balaji,6,8,0,0,1,0,1,16,1,2,18,112.5
P Negi,4,2,0,0,1,0,0,7,1,2,6,85.71
CH Morris,10,9,0,0,4,0,0,23,0,3,25,108.7
CR Brathwaite,0,1,0,0,0,0,0,1,0,1,1,100.0
A Mishra,1,0,0,0,0,0,0,1,1,1,0,0.0
Ankit Sharma,1,2,0,0,0,0,0,3,0,1,2,66.67
R Ashwin,10,15,1,0,0,0,0,26,0,4,17,65.38
M Ashwin,1,0,0,0,0,0,0,1,1,1,0,0.0
SP Narine,12,5,1,1,2,0,0,21,1,4,18,85.71
YK Pathan,2,9,0,0,2,0,1,14,0,4,23,164.29
R Bhatia,0,5,1,0,0,0,0,6,0,1,7,116.67
B Lee,1,1,0,0,0,0,0,2,1,1,1,50.0
IK Pathan,9,4,1,0,3,0,0,17,1,3,18,105.88
Y Venugopal Rao,4,5,1,0,4,0,0,14,0,3,23,164.29
M Morkel,22,8,1,0,6,0,1,38,2,5,40,105.26
VR Aaron,5,7,1,0,2,0,1,16,1,3,23,143.75
I Sharma,10,5,0,0,2,0,0,17,0,3,13,76.47
AB Agarkar,4,9,0,0,3,0,1,17,0,2,27,158.82
AB Dinda,11,2,1,0,4,1,1,20,0,3,31,155.0
Mohammad Hafeez,2,4,1,0,1,0,0,8,0,1,10,125.0
DJ Hussey,3,3,0,0,0,0,1,7,1,2,9,128.57
JP Faulkner,9,10,4,0,5,0,1,29,0,4,44,151.72
STR Binny,2,5,1,0,2,0,0,10,0,2,15,150.0
PV Tambe,6,5,0,1,2,0,0,14,1,2,16,114.29
R Tewatia,8,8,4,0,3,0,3,26,0,2,46,176.92
DJ Hooda,6,10,2,0,3,0,4,25,0,3,50,200.0
SR Watson,20,15,1,0,13,0,0,49,2,6,69,140.82
AC Thomas,0,1,0,0,0,0,0,1,0,1,1,100.0
SB Wagh,5,1,0,0,1,0,0,7,1,2,5,71.43
M Ntini,7,2,0,0,2,0,1,12,1,1,16,133.33
MM Sharma,4,4,1,0,4,0,0,13,0,2,22,169.23
