,0,1,2,3,4,5,6,Balls,Dismissal,No_Innings,Runs,SR
P Kumar,16,6,0,1,4,0,0,27,0,4,25,92.59
SJ Srivastava,2,1,0,0,1,0,0,4,0,1,5,125.0
BA Bhatt,2,1,0,0,0,0,0,3,1,1,1,33.33
NJ Rimmington,2,0,2,0,1,0,0,5,0,1,8,160.0
R McLaren,4,1,0,0,4,0,0,9,1,1,17,188.89
AM Nayar,0,1,0,0,0,0,0,1,0,1,1,100.0
IK Pathan,13,5,2,1,3,0,1,25,2,5,30,120.0
AD Mascarenhas,2,2,0,0,0,0,0,4,1,2,2,50.0
JA Morkel,2,3,0,0,1,0,0,6,0,2,7,116.67
DE Bollinger,6,2,1,0,3,0,0,12,1,3,16,133.33
R Ashwin,7,11,1,0,0,0,1,20,1,3,19,95.0
DW Steyn,10,1,0,1,3,0,1,16,1,2,22,137.5
I Sharma,3,2,0,0,3,0,0,8,0,3,14,175.0
PP Ojha,1,2,0,0,0,0,0,3,1,1,2,66.67
JP Duminy,4,4,1,0,0,0,2,11,0,3,18,163.64
DT Christian,2,0,0,0,0,0,0,2,0,1,0,0.0
A Mishra,0,0,0,0,1,0,0,1,0,1,4,400.0
FH Edwards,1,0,0,0,0,0,0,1,1,1,0,0.0
MM Patel,5,2,0,0,1,0,0,8,0,1,6,75.0
Harbhajan Singh,3,3,0,0,0,0,0,6,2,2,3,50.0
BAW Mendis,2,2,0,0,0,0,0,4,0,1,2,50.0
AD Mathews,0,1,1,0,1,0,0,3,0,1,7,233.33
DJ Hussey,0,1,0,0,1,0,0,2,0,1,5,250.0
M Kartik,2,3,0,0,0,0,0,5,0,1,3,60.0
AB Agarkar,2,0,0,0,0,0,0,2,1,1,0,0.0
KMDN Kulasekara,11,6,4,0,7,0,0,28,1,3,42,150.0
B Lee,3,1,0,0,0,0,0,4,0,1,1,25.0
YK Pathan,4,1,0,0,0,0,0,5,2,2,1,20.0
Z Khan,2,6,2,0,3,0,1,14,0,2,28,200.0
S Aravind,4,2,1,0,2,0,0,9,0,1,12,133.33
A Mithun,2,4,0,0,1,0,1,8,0,1,14,175.0
DL Vettori,1,5,0,0,1,0,0,7,0,2,9,128.57
CH Gayle,0,3,1,0,0,0,0,4,0,1,5,125.0
J Syed Mohammad,1,1,0,0,0,0,0,2,1,1,1,50.0
TM Dilshan,0,2,0,0,0,0,0,2,0,1,2,100.0
R Vinay Kumar,2,1,1,0,0,0,0,4,1,2,3,75.0
HV Patel,4,3,0,0,1,0,1,9,1,1,13,144.44
RR Bose,5,0,2,0,5,0,0,12,0,1,24,200.0
YA Abdulla,3,1,0,0,0,0,0,4,1,1,1,25.0
RP Singh,3,0,1,0,2,0,0,6,0,1,10,166.67
M Muralitharan,0,1,0,0,1,0,0,2,0,1,5,250.0
L Balaji,5,2,0,0,0,0,0,7,0,1,2,28.57
Shakib Al Hasan,4,2,0,0,0,0,1,7,0,1,8,114.29
Iqbal Abdulla,2,3,0,0,0,0,1,6,0,1,9,150.0
SP Narine,2,0,1,0,0,0,0,3,0,1,2,66.67
DJ Bravo,3,3,1,0,1,0,1,9,0,1,15,166.67
SK Raina,3,8,0,0,0,0,0,11,0,1,8,72.73
VY Mahesh,1,1,0,0,2,0,0,4,0,1,9,225.0
Ankit Sharma,2,1,0,0,1,0,0,4,1,1,5,125.0
Y Venugopal Rao,3,0,1,0,0,0,2,6,0,1,14,233.33
AB Dinda,3,1,0,0,0,0,0,4,0,1,1,25.0
UT Yadav,6,4,1,0,4,0,3,18,0,2,40,222.22
S Nadeem,4,8,2,0,1,0,2,17,1,2,28,164.71
JR Hopes,0,1,0,0,0,0,0,1,0,1,1,100.0
P Awana,3,2,0,0,0,0,0,5,0,1,2,40.0
A Chandila,1,1,0,0,0,0,0,2,1,1,1,50.0
M Morkel,2,5,1,0,3,0,1,12,1,1,25,208.33
KP Pietersen,1,4,0,0,1,0,0,6,0,1,8,133.33
V Sehwag,2,1,0,0,1,0,0,4,0,1,5,125.0
Y Nagar,1,3,0,0,0,0,0,4,0,1,3,75.0
J Botha,5,1,2,0,2,0,0,10,1,1,13,130.0
AL Menaria,0,1,0,0,1,0,0,2,0,1,5,250.0
AG Murtaza,5,2,1,0,1,0,0,9,0,1,8,88.89
SL Malinga,3,0,0,0,1,0,0,4,0,1,4,100.0
AN Ahmed,3,0,0,0,0,0,0,3,1,1,0,0.0
