,0,1,2,3,4,5,6,Balls,Dismissal,No_Innings,Runs,SR
DP Nannes,6,3,1,1,1,0,0,12,0,3,12,100.0
A Nehra,17,7,1,0,5,0,0,30,2,5,29,96.67
UT Yadav,20,13,4,0,11,0,1,49,1,8,71,144.9
AD Russell,7,7,1,0,3,0,0,18,0,3,21,116.67
SP Narine,13,9,2,0,1,0,0,25,2,6,17,68.0
J Botha,6,6,2,0,1,0,2,17,1,4,26,152.94
TG Southee,13,7,3,1,2,0,1,27,1,3,30,111.11
MJ McClenaghan,12,5,1,1,7,0,0,26,0,3,38,146.15
KH Pandya,2,5,0,0,2,0,1,10,0,1,19,190.0
JJ Bumrah,6,4,1,0,0,0,0,11,0,2,6,54.55
Harbhajan Singh,25,26,5,1,1,0,0,58,3,10,43,74.14
SL Malinga,22,14,0,0,4,0,0,40,0,10,30,75.0
R Vinay Kumar,17,15,1,0,7,0,1,41,0,10,51,124.39
J Suchith,3,9,1,0,2,0,1,16,0,2,25,156.25
Z Khan,19,14,5,0,1,0,1,40,0,10,34,85.0
Sandeep Sharma,4,1,0,0,1,0,0,6,1,1,5,83.33
BE Hendricks,3,0,0,0,0,0,0,3,0,1,0,0.0
S Aravind,16,3,1,1,2,0,4,27,4,5,40,148.15
CH Gayle,7,7,0,0,0,0,1,15,0,2,13,86.67
J Syed Mohammad,1,2,1,1,0,0,1,6,0,1,13,216.67
DL Vettori,11,9,4,0,2,0,1,27,0,3,31,114.81
A Mithun,2,2,0,0,2,0,0,6,0,1,10,166.67
I Sharma,22,5,0,1,5,0,4,37,0,6,52,140.54
Ankit Sharma,11,7,1,0,3,0,0,22,1,3,21,95.45
R Ashwin,13,14,2,0,1,0,1,31,2,4,28,90.32
M Ashwin,1,5,0,0,0,0,1,7,1,1,11,157.14
IK Pathan,14,12,3,0,4,0,0,33,0,7,34,103.03
NLTC Perera,6,3,0,0,5,0,0,14,2,4,23,164.29
M Morkel,16,6,0,0,5,0,0,27,2,4,26,96.3
VR Aaron,26,8,4,0,7,0,2,47,0,5,56,119.15
RE van der Merwe,4,3,3,0,0,0,0,10,0,1,9,90.0
NM Coulter-Nile,4,1,0,0,0,0,0,5,0,1,1,20.0
DJ Muthuswami,5,2,1,0,1,0,1,10,0,1,14,140.0
AD Mathews,5,5,1,0,1,0,0,12,2,4,11,91.67
R McLaren,6,3,1,0,1,0,0,11,0,2,9,81.82
B Lee,11,2,1,0,2,0,1,17,0,2,18,105.88
Shakib Al Hasan,2,6,0,0,2,0,0,10,0,3,14,140.0
Iqbal Abdulla,16,8,5,0,6,0,0,35,2,5,42,120.0
JH Kallis,14,10,2,0,2,0,0,28,2,6,22,78.57
R Bhatia,1,3,1,0,2,0,0,7,1,2,13,185.71
IC Pandey,13,7,1,0,3,0,1,25,0,3,27,108.0
BW Hilfenhaus,1,2,0,0,0,0,0,3,0,2,2,66.67
MM Sharma,4,2,1,0,1,0,0,8,1,3,8,100.0
AB Dinda,9,8,2,0,3,0,0,22,0,4,24,109.09
B Kumar,24,13,1,0,5,0,0,43,1,6,35,81.4
MR Marsh,1,4,0,0,1,0,1,7,0,2,14,200.0
AM Nayar,3,3,2,0,0,0,1,9,1,2,13,144.44
JE Taylor,8,3,3,0,1,0,0,15,0,2,13,86.67
AC Thomas,3,2,2,0,1,0,0,8,1,2,10,125.0
M Kartik,12,6,5,0,0,0,1,24,0,4,22,91.67
R Sharma,3,7,1,0,0,0,0,11,0,3,9,81.82
Yuvraj Singh,1,2,0,0,0,0,0,3,0,1,2,66.67
JD Ryder,1,1,0,0,0,0,1,3,1,1,7,233.33
P Kumar,26,9,3,2,10,0,4,54,1,7,85,157.41
DW Steyn,17,7,2,1,2,0,0,29,0,5,22,75.86
A Kumble,3,3,2,0,0,0,0,8,1,3,7,87.5
KP Pietersen,1,2,1,0,0,0,3,7,1,1,22,314.29
CH Morris,11,2,3,0,1,0,2,19,1,3,24,126.32
STR Binny,10,11,3,0,3,0,1,28,0,6,35,125.0
JP Faulkner,10,8,3,0,1,0,0,22,1,5,18,81.82
PV Tambe,2,3,1,0,0,0,0,6,0,2,5,83.33
RJ Peterson,3,1,1,0,1,0,0,6,0,1,7,116.67
RP Singh,19,7,3,1,7,0,3,40,2,8,62,155.0
MM Patel,10,1,3,0,3,0,3,20,2,4,37,185.0
AN Ahmed,9,1,0,0,2,0,1,13,0,2,15,115.38
R Rampaul,5,3,0,0,0,0,0,8,2,2,3,37.5
JD Unadkat,2,2,1,0,2,0,0,7,0,1,12,171.43
YK Pathan,3,15,0,0,3,0,2,23,0,4,39,169.57
S Narwal,4,2,0,0,5,0,6,17,0,2,58,341.18
SW Tait,9,5,2,0,2,0,2,20,0,2,29,145.0
SR Watson,22,11,5,2,6,0,2,48,3,6,63,131.25
SK Warne,9,12,1,0,0,0,2,24,0,3,26,108.33
AA Jhunjhunwala,0,2,0,0,0,1,0,3,0,1,7,233.33
DS Kulkarni,15,6,3,0,2,0,0,26,1,4,20,76.92
RA Jadeja,6,11,1,0,1,0,0,19,2,4,17,89.47
S Kaushik,4,5,0,0,1,0,0,10,1,1,9,90.0
DJ Bravo,2,4,1,0,0,0,0,7,0,2,6,85.71
Sunny Gupta,1,5,0,0,3,0,1,10,0,1,23,230.0
P Negi,3,7,1,0,0,0,1,12,0,1,15,125.0
V Sehwag,1,1,0,0,2,0,2,6,0,1,21,350.0
A Symonds,2,1,0,0,0,0,0,3,0,1,1,33.33
RJ Harris,20,11,2,1,6,0,0,40,1,6,42,105.0
SMSM Senanayake,1,0,0,0,0,0,0,1,1,1,0,0.0
JJ van der Wath,1,0,0,0,2,0,1,4,0,1,14,350.0
TM Dilshan,0,2,0,0,0,0,0,2,0,1,2,100.0
R Ninan,2,0,0,0,0,0,1,3,1,1,6,200.0
SE Bond,2,2,0,0,1,0,0,5,0,1,6,120.0
LR Shukla,2,1,0,0,2,0,1,6,1,2,15,250.0
Mustafizur Rahman,2,0,0,0,0,0,0,2,1,1,0,0.0
S Kaul,4,1,2,0,1,0,0,8,0,1,9,112.5
MG Johnson,10,3,2,1,2,0,0,18,2,4,18,100.0
P Suyal,5,2,0,0,0,0,0,7,0,2,2,28.57
VS Malik,3,2,0,0,1,0,0,6,0,1,6,100.0
SK Trivedi,6,3,3,0,2,0,2,16,1,4,29,181.25
KK Cooper,2,4,2,0,1,0,0,9,0,1,12,133.33
RR Bhatkal,0,1,1,0,0,0,0,2,0,1,3,150.0
M Muralitharan,4,2,0,0,0,0,0,6,2,2,2,33.33
MA Starc,3,2,0,0,0,0,1,6,0,2,8,133.33
HV Patel,2,0,0,0,0,0,0,2,1,1,0,0.0
DR Smith,4,5,2,0,1,0,1,13,0,3,19,146.15
JEC Franklin,1,2,0,0,0,0,0,3,1,1,2,66.67
AL Menaria,3,3,0,0,0,0,0,6,0,1,3,50.0
A Singh,8,4,0,0,1,0,0,13,0,2,8,61.54
TA Boult,8,3,1,1,2,0,1,16,0,2,22,137.5
KV Sharma,8,9,0,0,0,0,0,17,0,3,9,52.94
MC Henriques,0,1,0,0,0,0,0,1,0,1,1,100.0
JP Duminy,4,2,0,0,0,0,0,6,0,1,2,33.33
DT Christian,4,1,0,0,0,0,0,5,0,1,1,20.0
PP Ojha,13,15,3,0,1,0,1,33,1,6,31,93.94
NL McCullum,5,2,1,0,0,0,0,8,0,1,4,50.0
PJ Sangwan,7,2,3,0,5,0,2,19,0,3,40,210.53
S Sreesanth,0,1,0,0,0,0,0,1,0,1,1,100.0
RR Powar,7,2,0,0,2,0,0,11,1,2,10,90.91
Azhar Mahmood,5,5,2,0,1,0,0,13,0,1,13,100.0
P Awana,0,2,1,0,0,0,0,3,0,1,4,133.33
PP Chawla,10,11,2,0,3,0,1,27,2,3,33,122.22
R Sathish,0,1,0,0,0,0,1,2,0,1,7,350.0
S Nadeem,3,5,3,0,1,0,0,12,0,3,15,125.0
A Chandila,2,2,0,0,0,0,0,4,1,1,2,50.0
R Shukla,0,1,0,0,0,0,0,1,0,1,1,100.0
CRD Fernando,3,2,0,0,0,0,1,6,1,1,8,133.33
Y Venugopal Rao,1,1,1,0,1,0,0,4,0,1,7,175.0
DJG Sammy,3,3,0,0,2,0,0,8,1,2,11,137.5
A Mishra,2,5,0,0,0,0,1,8,1,2,11,137.5
BA Bhatt,1,3,1,0,0,0,1,6,0,1,11,183.33
AB McDonald,0,1,0,0,0,0,0,1,0,1,1,100.0
AB Agarkar,9,3,0,0,1,0,2,15,1,2,19,126.67
JR Hopes,1,4,0,0,1,0,0,6,0,1,8,133.33
KW Richardson,1,1,0,0,1,0,0,3,0,1,5,166.67
M de Lange,5,1,0,0,3,0,1,10,0,2,19,190.0
S Gopal,2,0,0,0,0,0,0,2,1,1,0,0.0
V Pratap Singh,1,0,0,0,1,0,0,2,1,1,4,200.0
DL Chahar,0,3,0,0,1,0,1,5,0,1,13,260.0
A Zampa,3,8,0,0,1,0,2,14,0,1,24,171.43
L Balaji,0,2,0,0,0,0,0,2,0,1,2,100.0
SA Yadav,2,1,1,0,0,0,0,4,0,1,3,75.0
DJ Hussey,0,3,1,0,2,0,1,7,0,1,19,271.43
R Dhawan,0,1,0,0,0,0,0,1,0,1,1,100.0
J Theron,4,0,0,0,0,0,0,4,1,1,0,0.0
MN Samuels,0,2,0,0,0,0,0,2,0,1,2,100.0
WPUJC Vaas,4,1,1,0,0,0,0,6,1,1,3,50.0
YS Chahal,4,3,1,0,2,0,0,10,1,2,13,130.0
CJ Jordan,1,4,0,0,4,0,0,9,0,1,20,222.22
ND Doshi,3,0,0,0,1,0,0,4,0,1,4,100.0
Mohammed Shami,1,1,0,0,2,0,0,4,0,1,9,225.0
Bipul Sharma,1,0,0,0,0,0,0,1,1,1,0,0.0
JA Morkel,4,4,1,0,1,0,0,10,0,1,10,100.0
KA Pollard,2,0,0,0,0,0,0,2,1,1,0,0.0
CJ Anderson,1,4,0,0,2,0,0,7,0,1,12,171.43
RG Sharma,2,1,0,1,1,0,0,5,1,3,8,160.0
Harmeet Singh,1,3,0,0,0,0,1,5,0,1,9,180.0
S Ladda,3,3,1,0,1,0,0,8,0,1,9,112.5
TL Suman,3,2,0,0,0,0,0,5,1,1,2,40.0
